Symbol,Links,Close,Change(%),Last Updated At,Open,High,Low,Volume,Volume Score,Market Cap,Sector,Sub Sector
TVSSRICHAK,   ,3823.7,-2.54,24/05/2017 15:31:24,3923.6,3960,3800,6626,0.45 X,2943.29,Auto Ancl,Tyres & Tubes
TVTODAY,   ,252.5,-0.82,24/05/2017 15:31:23,256,258,250.15,314512,2.53 X,1515.47,Entertainment,Entertainment/Multi Media
TVVISION,   ,229.4,-2.07,24/05/2017 15:31:27,240,240,227.05,52669,0.95 X,0.00,NA,NA
TWL,   ,112.05,-4.39,24/05/2017 15:31:25,117.3,117.6,111.45,859841,0.77 X,1053.98,Engineering,Engineering - Heavy
UBL,   ,772.05,-0.72,24/05/2017 15:31:25,785.45,786.4,768.55,179162,0.47 X,20357.1,NA,NA
UCALFUEL,   ,203.35,-4.46,24/05/2017 15:31:15,213.4,213.85,200.1,27867,0.37 X,447.43,Auto Ancl,Auto Ancl - Engine Parts
UCOBANK,   ,35.2,-2.49,24/05/2017 15:31:23,36.1,36.45,35.1,478905,0.21 X,2208.87,Banks - PSU,Finance - Banks - Public Sector
UFLEX,   ,340.1,-0.92,24/05/2017 15:31:14,342.5,352.7,338.1,122204,0.32 X,2437.22,Packaging,NaN
UFO,   ,374.25,-5.59,24/05/2017 15:31:20,397,400,365.3,161872,0.98 X,0.00,NA,NA
UGARSUGAR,   ,27.8,-2.97,24/05/2017 15:31:09,28.7,28.7,26.75,488207,1.95 X,309.64,Sugar,Sugar - Integrated
UJAAS,   ,33.2,-1.63,24/05/2017 15:31:12,34.4,34.45,33.1,483666,0.69 X,0.00,NA,NA
UJJIVAN,   ,301.15,-1.41,24/05/2017 15:31:09,305,313.95,300,1334464,0.79 X,0.00,NA,NA
ULTRACEMCO,   ,4172.2,-2.23,24/05/2017 15:31:09,4293.75,4293.75,4149.25,189868,0.84 X,114037.48,Cement,Cement - Major
UMANGDAIRY,   ,80.65,-0.43,24/05/2017 15:31:23,82.5,83.75,79.8,27343,0.71 X,0.00,NA,NA
UNICHEMLAB,   ,252.1,0.46,24/05/2017 15:31:15,251,260.85,248.1,72293,1.69 X,2283.83,Pharmaceuticals,Pharmaceuticals
UNIENTER,   ,80,0.69,24/05/2017 15:31:23,79,80.6,78.2,241429,2.92 X,207.84,Trading,Trading
UNIONBANK,   ,161,-1.71,24/05/2017 15:31:09,164.7,165.4,156.5,6765513,0.97 X,8424,Banks - PSU,Finance - Banks - Public Sector
UNITECH,   ,5.3,-2.75,24/05/2017 15:31:15,5.45,5.5,5.2,18603272,0.94 X,1384.26,Construction,Construction & Contracting - Civil
UNITEDBNK,   ,19.6,-5.31,24/05/2017 15:31:27,20.75,20.95,19.25,1196428,0.61 X,675.51,Banks - PSU,Finance - Banks - Public Sector
UNITEDTEA,   ,319.35,-1.95,24/05/2017 15:31:26,325.5,334,311.3,350,0.72 X,0.00,NA,NA
UNITY,   ,7.5,-5.66,24/05/2017 15:31:24,8.2,8.2,7.15,63188,1.05 X,55.52,Infrastructure,Infrastructure - General
UNIVCABLES,   ,89.05,-3.83,24/05/2017 15:31:15,93.6,93.6,88.75,65298,0.39 X,205.97,Cables,Cables - Power/Others
UPL,   ,787.2,0.21,24/05/2017 15:31:10,790.6,794.9,775.85,898641,0.45 X,0.00,NA,NA
USHAMART,   ,17.3,-3.89,24/05/2017 15:31:20,17.8,18.15,17.15,422764,0.57 X,527.13,Steel,Steel - Alloys/Special
USHERAGRO,   ,8.2,-4.65,24/05/2017 15:31:28,8.5,8.5,8.2,65651,1.79 X,31.21,Food Processing,Food Processing - Miscellaneous
UTTAMSTL,   ,29.8,-1.97,24/05/2017 15:31:15,31,31.2,29.5,159239,0.28 X,367.21,Steel,Steel - GP/GC Sheets
UTTAMSUGAR,   ,125.15,-2.04,24/05/2017 15:31:24,126.6,128.9,124.5,45572,0.31 X,322.51,Sugar,Sugar - Others
V2RETAIL,   ,206.2,-3.08,24/05/2017 15:31:25,212.75,217.9,203.9,94451,0.52 X,467.55,NA,NA
VADILALIND,   ,872.6,0.07,24/05/2017 15:31:12,872.2,899.8,867,36804,0.57 X,633.69,NA,NA
VAKRANGEE,   ,351.65,-1.04,24/05/2017 15:31:24,356,357,349.95,1030610,0.75 X,0.00,NA,NA
VALUEIND,   ,8.4,-5.08,24/05/2017 15:31:15,9.1,9.1,7.7,78919,2.14 X,33.51,Consumer Goods,Consumer Goods - White - Washing Mach./Refrig./Oth
VARDHACRLC,   ,48.85,-1.11,24/05/2017 15:31:23,49.4,49.75,48.75,39268,0.89 X,0.00,Textiles,Textiles - Manmade Fibre - Acrylic Fibre
VARDMNPOLY,   ,68.85,-4.71,24/05/2017 15:31:15,74,74.9,67.8,575711,1.92 X,112.12,Textiles,Textiles - Spinning - Cotton Blended
VASCONEQ,   ,51.3,0.49,24/05/2017 15:31:26,51.5,54.15,50.5,1320821,0.55 X,464.48,Construction,Construction and Contracting - Real Estate
VASWANI,   ,9.85,3.14,24/05/2017 15:31:12,10.4,10.4,9.2,8745,0.56 X,25.76,NA,NA
VBL,   ,469.2,-2.63,24/05/2017 15:31:27,482.05,492.4,466.1,79981,0.56 X,0.00,NA,NA
VEDL,   ,223.9,-2.97,24/05/2017 15:31:10,229.9,229.9,220.65,11873526,0.86 X,0.00,Metals,Metals - Non Ferrous - Others
VENKEYS,   ,1144.9,-3.61,24/05/2017 15:31:15,1210,1210,1135.05,63467,0.93 X,1610.76,Misc,Livestock - Hatcheries/Poultry
VENUSREM,   ,95.3,-3.15,24/05/2017 15:31:24,98.85,98.85,94.7,36134,0.57 X,87.03,Pharmaceuticals,Pharmaceuticals
VESUVIUS,   ,1229.1,0.05,24/05/2017 15:31:15,1233.65,1238,1206.55,701,0.06 X,2488.12,Misc,Refractories
VETO,   ,155.15,-1.74,24/05/2017 15:31:20,159.7,159.8,153.35,35871,0.4 X,0.00,NA,NA
VGUARD,   ,180.3,-5.06,24/05/2017 15:31:09,190,194,179.2,1847645,1.22 X,7546.43,NA,NA
VHL,   ,3231.15,2,24/05/2017 15:31:23,3061,3299,3061,1784,0.74 X,0.00,Finance,Finance - Investments
VICEROY,   ,19.55,-6.46,24/05/2017 15:31:25,20.9,21,19.35,201848,1.22 X,83.17,Hotels,Hotels
VIDEOIND,   ,59.05,-9.98,24/05/2017 15:31:15,59.05,59.05,59.05,79367,0.22 X,1786.23,Consumer Goods,Consumer Goods - Electronic
VIDHIING,   ,54.25,-3.04,24/05/2017 15:31:24,56,56.5,54.1,31583,0.73 X,0.00,NA,NA
VIJAYABANK,   ,75.8,-0.66,24/05/2017 15:31:21,76.65,78.7,75,1008381,0.32 X,3588.84,Banks - PSU,Finance - Banks - Public Sector
VIJSHAN,   ,15.85,0.00,24/05/2017 15:31:25,16.5,16.5,15.8,45419,0.22 X,32.24,Construction,Construction & Contracting - Housing
VIKASECO,   ,21.25,-4.71,24/05/2017 15:31:12,22.25,22.65,21.05,911414,0.29 X,0.00,NA,NA
VIMTALABS,   ,116.45,-0.56,24/05/2017 15:31:24,117.1,119.35,115.75,55360,0.45 X,256.55,Misc,Miscellaneous
VINATIORGA,   ,824.7,-1.79,24/05/2017 15:31:26,843.75,849.95,814.2,40269,1.14 X,4067.56,Chemicals,Chemicals - Organic - Benzene Based
VINDHYATEL,   ,677.65,-2.12,24/05/2017 15:31:15,686.05,698.95,669.4,23630,0.54 X,799.3,Cables,Cables - Telephone
VINYLINDIA,   ,67.3,-1.9,24/05/2017 15:31:25,69,69.9,66.65,22174,0.29 X,123.69,Chemicals,Chemicals - Organic - Others
VIPCLOTHNG,   ,57.8,-2.86,24/05/2017 15:31:10,59.6,63,57.3,339891,0.4 X,0.00,NA,NA
VIPIND,   ,183.4,0.11,24/05/2017 15:31:15,184.5,188.95,178.95,202225,0.54 X,2593.86,Plastics,Plastics - Moulded Luggage
VIPULLTD,   ,82.85,-1.66,24/05/2017 15:31:20,85,86.75,81.3,266183,0.72 X,0.00,NA,NA
VISAKAIND,   ,353.75,2.86,24/05/2017 15:31:16,344.9,359.3,338.3,57089,0.51 X,555.04,Cement,Cement - Products/Building Materials
VISASTEEL,   ,24.15,-3.59,24/05/2017 15:31:24,26,26.35,23.85,170096,0.36 X,265.65,Steel,Steel
VISHNU,   ,237.45,-3.22,24/05/2017 15:31:19,247,247,234.55,5564,0.87 X,0.00,NA,NA
VIVIDHA,   ,1.5,-3.23,24/05/2017 15:31:13,1.55,1.6,1.5,5936819,1.05 X,0.00,NA,NA
VIVIMEDLAB,   ,98,-3.87,24/05/2017 15:31:23,103,103.3,97.3,526661,0.9 X,681.5,NA,NA
VLSFINANCE,   ,61.8,-2.45,24/05/2017 15:31:15,64.05,64.55,60.95,54704,0.24 X,246.78,Finance,Finance - Leasing & Hire Purchase
VMART,   ,940.25,-4.94,24/05/2017 15:31:12,988,992.75,927.95,14968,0.33 X,0.00,NA,NA
VOLTAMP,   ,1216.65,-3.29,24/05/2017 15:31:24,1259.95,1274.25,1202.1,24262,0.8 X,1228.99,Power,Power - Transmission/Equipment
VOLTAS,   ,446.5,8.94,24/05/2017 15:31:09,428,450.8,423.1,17792850,14.36 X,14439.45,Diversified,Diversified
VRLLOG,   ,308.05,-2.39,24/05/2017 15:31:20,316.05,318,305,83789,0.63 X,0.00,NA,NA
VSSL,   ,100.55,1.51,24/05/2017 15:31:12,99.95,103.6,99.95,92053,0.82 X,0.00,NA,NA
VSTIND,   ,3043.8,0.17,24/05/2017 15:31:15,3024.2,3055,3020,3311,2.24 X,4712.93,Cigarettes,Cigarettes
VSTTILLERS,   ,1910.85,-1.28,24/05/2017 15:31:12,1917.65,1935.45,1876.3,6298,1.15 X,1618.14,NA,NA
VTL,   ,1302.1,0.03,24/05/2017 15:31:14,1319.75,1319.75,1283.1,46218,1.92 X,8271.49,Textiles,Textiles - Spinning - Cotton Blended
WABAG,   ,675.8,-0.76,24/05/2017 15:31:10,688.8,692.05,670,91940,1.04 X,3555.07,Engineering,Engineering - General
WABCOINDIA,   ,5931.1,4.13,24/05/2017 15:31:25,5675,6049,5651,15370,2.16 X,11204.81,NA,NA
WALCHANNAG,   ,173.3,-1.28,24/05/2017 15:31:15,175.55,182.7,172.05,267347,0.42 X,660.57,Engineering,Engineering - Heavy
WEIZFOREX,   ,517.05,-4.05,24/05/2017 15:31:12,530.05,549.8,494,5891,0.3 X,597.71,NA,NA
WEIZMANIND,   ,38.4,-4.48,24/05/2017 15:31:15,40.8,40.8,38.25,8236,1.32 X,67.07,Textiles,Textiles - Processing/Texturising
WELCORP,   ,84.1,-2.89,24/05/2017 15:31:23,87.5,87.5,83.1,310050,0.29 X,1912.75,Steel,Steel - Tubes/Pipes
WELENT,   ,84.9,-0.35,24/05/2017 15:31:23,85.15,87.35,84.4,250498,0.76 X,0.00,NA,NA
WELINV,   ,88.25,-4.18,24/05/2017 15:31:10,88.15,93.55,87.5,297,0.02 X,32.16,NA,NA
WELSPUNIND,   ,82.8,-2.3,24/05/2017 15:31:23,84.45,84.45,81,1220218,0.85 X,750.53,Textiles,Textiles - Terry Towels
WENDT,   ,2182.5,-1.17,24/05/2017 15:31:16,2210.05,2246.5,2132,215,0.21 X,443.64,Grinding Wheels,Abrasives/Grinding Wheels
WHEELS,   ,1319.7,0.32,24/05/2017 15:31:15,1322.7,1341,1290,1019,1.86 X,1299.76,NA,NA
WHIRLPOOL,   ,1148.6,-0.8,24/05/2017 15:31:26,1150,1170,1117,35620,0.92 X,14198.15,Consumer Goods,Consumer Goods - White - Washing Mach./Refrig./Oth
WINDMACHIN,   ,56.2,-3.68,24/05/2017 15:31:12,57.6,58.9,53.75,22491,0.5 X,369.19,NA,NA
WINSOME,   ,1.85,2.78,24/05/2017 15:31:12,1.85,1.85,1.75,2060,0.12 X,12.82,NA,NA
WIPRO,   ,525,-0.27,24/05/2017 15:31:10,527.7,532.2,519.85,1244278,0.66 X,206023.08,Computers,Computers - Software
WOCKPHARMA,   ,583.55,-5.15,24/05/2017 15:31:10,616,619.45,580.1,891552,1.62 X,6381.91,Pharmaceuticals,Pharmaceuticals
WONDERLA,   ,370.7,-0.98,24/05/2017 15:31:14,376,379.75,368.5,36366,1.07 X,0.00,NA,NA
WSI,   ,8.55,-0.58,24/05/2017 15:31:25,9.25,9.3,8.2,13395,0.54 X,28.62,Electric,Electric Equipment - General
WSTCSTPAPR,   ,172.25,-5.9,24/05/2017 15:31:15,184,185.5,171.05,234382,2.25 X,1080.87,Paper,Paper & Paper Boards
XCHANGING,   ,60.6,12.33,24/05/2017 15:31:23,54.95,62.35,54.3,1117162,13.83 X,0.00,NA,NA
XPROINDIA,   ,46.85,-2.7,24/05/2017 15:31:23,47.65,49.35,46.6,10472,0.53 X,53.32,Packaging,NaN
YESBANK,   ,1425.05,1.56,24/05/2017 15:31:09,1408.05,1444,1398.05,2975304,1.03 X,50302.84,Banks - Private,Finance - Banks - Private Sector
ZANDUREALT,   ,1248.05,-2.08,24/05/2017 15:31:15,1289.85,1300,1232.1,1665,0.63 X,101.21,Construction,Construction and Contracting - Real Estate
ZEEL,   ,509.15,-0.61,24/05/2017 15:31:15,513.3,514.5,503,1705483,0.77 X,49267.3,Entertainment,Entertainment/Multi Media
ZEELEARN,   ,42.8,-2.73,24/05/2017 15:31:11,44.2,44.3,41.7,214141,0.48 X,1125.12,NA,NA
ZEEMEDIA,   ,36.05,-1.77,24/05/2017 15:31:24,36.7,37.85,35.85,557857,1.03 X,0.00,NA,NA
ZENSARTECH,   ,894.6,0.27,24/05/2017 15:31:14,891.55,897.8,890,14089,0.41 X,3852.81,NA,NA
ZENTEC,   ,54,-3.66,24/05/2017 15:31:19,56,56.35,53.8,140180,0.76 X,0.00,NA,NA
ZICOM,   ,32.5,-7.54,24/05/2017 15:31:24,35.5,35.5,32.1,60241,1.18 X,41.27,Electronics,Electronics - Others
ZODIACLOTH,   ,206.85,-2.01,24/05/2017 15:31:15,202.7,213.95,200,2088,0.21 X,398.5,Textiles,Textiles - Readymade Apparels
ZODJRDMKJ,   ,28.05,-4.92,24/05/2017 15:31:15,28.15,28.15,28.05,1461,0.86 X,14.66,Jewellery,Diamond Cutting/Precious Metals/Jewellery
ZUARI,   ,385.4,-2.28,24/05/2017 15:31:12,395.15,400,383.65,44795,0.43 X,0.00,NA,NA
ZUARIGLOB,   ,129.3,-3.44,24/05/2017 15:31:15,135,135,127.2,75844,1.77 X,0.00,NA,NA
ZYDUSWELL,   ,824.65,-0.64,24/05/2017 15:31:26,840.25,840.95,823,6003,0.7 X,3224.81,Misc,Vanaspati
ZYLOG,   ,4.65,-1.06,24/05/2017 15:31:25,4.7,4.8,4.5,34961,0.35 X,7.65,Computers,Computers - Software
