Symbol,Links,Close,Change(%),Last Updated At,Open,High,Low,Volume,Volume Score,Market Cap,Sector,Sub Sector
OPTOCIRCUI,   ,9.45,-2.07,24/05/2017 15:29:59,9.75,9.85,9.45,626948,0.73 X,229.18,Medical,Medical Accessories
ORBTEXP,   ,125.05,-3.55,24/05/2017 15:29:30,127.8,129.8,124,4490,0.48 X,0.00,NA,NA
ORCHIDPHAR,   ,28.8,-3.03,24/05/2017 15:29:56,30,31.75,28.7,911229,1.8 X,0.00,NA,NA
ORICONENT,   ,52.95,0.76,24/05/2017 15:29:59,52.75,55.2,52.1,168699,0.72 X,0.00,NA,NA
ORIENTABRA,   ,33.5,-6.56,24/05/2017 15:29:35,36.75,36.95,33.1,56086,0.39 X,398.02,Grinding Wheels,Abrasives/Grinding Wheels
ORIENTBANK,   ,142.95,-5.08,24/05/2017 15:29:59,150,151.7,142.3,4006880,0.71 X,4093.74,Banks - PSU,Finance - Banks - Public Sector
ORIENTBELL,   ,235,-5.96,24/05/2017 15:29:57,249.9,255.55,219.9,115013,0.36 X,0.00,NA,NA
ORIENTCEM,   ,145.95,-3.66,24/05/2017 15:29:58,153.9,154.9,141.6,179744,0.54 X,0.00,NA,NA
ORIENTHOT,   ,38.75,-3.12,24/05/2017 15:29:56,41,41,38.5,53555,0.26 X,684.12,Hotels,Hotels
ORIENTLTD,   ,72,-1.37,24/05/2017 15:26:50,76.6,78.4,71.4,5880,3.2 X,57.23,NA,NA
ORIENTPPR,   ,83,-2.3,24/05/2017 15:29:54,86.95,86.95,81,84086,0.33 X,1694.96,Diversified,Diversified
ORIENTREF,   ,127.5,-3.45,24/05/2017 15:29:53,134.55,134.55,127,61750,0.73 X,1519,NA,NA
ORISSAMINE,   ,1909.75,-1.62,24/05/2017 15:29:53,1921.15,1945,1901.1,2358,0.53 X,1149.47,Mining,Mining/Minerals
ORTEL,   ,77,-13.68,24/05/2017 15:29:54,89.2,89.2,72.1,66263,2.42 X,0.00,NA,NA
PAGEIND,   ,14150,-1.83,24/05/2017 15:29:55,14400.5,14535.7,14000,5820,0.68 X,15719.79,Textiles,Textiles - Readymade Apparels
PANACEABIO,   ,130.7,-2.02,24/05/2017 15:29:56,134.95,134.95,128.55,16191,0.57 X,800.91,Pharmaceuticals,Pharmaceuticals
PANAMAPET,   ,137.3,-2.69,24/05/2017 15:29:56,146.7,146.7,134.2,14370,0.45 X,592.7,NA,NA
PANORAMUNI,   ,10.05,1.52,24/05/2017 15:29:55,9.9,10.05,9.65,36257,0.22 X,81.27,Computers,Computers - Software
PAPERPROD,   ,243,-2.39,24/05/2017 15:29:27,249.8,250,241.3,14942,0.47 X,1527.03,Packaging,NaN
PARABDRUGS,   ,7.4,2.78,24/05/2017 15:28:55,7,7.45,7,30882,0.43 X,46.02,Pharmaceuticals,Pharmaceuticals
PARAGMILK,   ,237.25,-1.88,24/05/2017 15:29:59,241.05,241.05,234,70588,0.35 X,0.00,NA,NA
PARRYSUGAR,   ,48.4,-10.78,24/05/2017 15:29:55,55.25,55.25,48.3,22441,1.25 X,97.85,Diversified,Diversified
PARSVNATH,   ,13.55,-2.52,24/05/2017 15:29:55,13.85,14.1,13.3,134800,0.32 X,590.72,Construction,Construction and Contracting - Real Estate
PATELENG,   ,83.5,-4.13,24/05/2017 15:29:59,87.95,88.4,82.6,355836,0.38 X,584.13,Construction,Construction & Contracting - Civil
PATINTLOG,   ,80.2,-3.78,24/05/2017 15:29:52,85,85,80.15,26813,0.47 X,123.14,Transport,Transport - Road
PATSPINLTD,   ,20.4,-4.9,24/05/2017 15:29:48,21.75,22.8,19.4,27399,0.45 X,62.26,Textiles,Textiles - Spinning - Cotton Blended
PBAINFRA,   ,21.5,-3.15,24/05/2017 15:29:11,22.4,23.4,21.5,12007,0.68 X,22.62,Infrastructure,Infrastructure - General
PCJEWELLER,   ,430,-3.01,24/05/2017 15:29:56,443.35,447,422,310286,0.73 X,0.00,NA,NA
PDMJEPAPER,   ,26.65,-1.48,24/05/2017 15:29:55,28.5,28.5,26.25,63401,0.82 X,0.00,NA,NA
PDPL,   ,24.4,1.04,24/05/2017 15:29:38,24,24.4,23.05,13667,0.61 X,62.62,Pharmaceuticals,Pharmaceuticals
PDSMFL,   ,204,0.15,24/05/2017 15:26:01,207,207,204,9809,0.75 X,0.00,NA,NA
PDUMJEIND,   ,12.45,-4.96,24/05/2017 15:25:00,13.1,13.1,12.45,31523,1.84 X,23.46,Paper,Paper & Paper Boards
PDUMJEPULP,   ,23.1,-2.12,24/05/2017 15:29:34,24.95,25.2,22.7,123899,0.57 X,97.27,Paper,Paper & Paper Boards
PEL,   ,2647,-2.96,24/05/2017 15:29:59,2732,2759,2632.05,322174,0.99 X,0.00,NA,NA
PENIND,   ,45.4,-1.63,24/05/2017 15:29:58,46.4,46.95,44.8,344557,0.96 X,557.53,Steel,Steel - CR/HR Strips
PENINLAND,   ,19.7,-3.67,24/05/2017 15:29:58,20.7,21,19.65,342475,0.34 X,559.7,Construction,Construction & Contracting - Housing
PENPEBS,   ,133,1.64,24/05/2017 15:29:03,135,139.2,126.55,5157,0.16 X,0.00,NA,NA
PERSISTENT,   ,581.75,0.92,24/05/2017 15:29:58,578,582.75,573.1,78548,0.39 X,4661.16,Computers,Computers - Software
PETRONET,   ,430,1.26,24/05/2017 15:29:59,425,434.45,423.15,1439571,0.73 X,32203.19,Petrochem,Petrochem - Others
PFC,   ,146.2,-2.57,24/05/2017 15:29:57,150,151.7,144.75,3719857,0.69 X,38653.86,Finance,Finance - Term Lending Institutions
PFIZER,   ,1695,-0.67,24/05/2017 15:29:59,1701.1,1711,1680.4,15613,0.78 X,5139.33,Pharmaceuticals,Pharmaceuticals
PFOCUS,   ,100,-4.49,24/05/2017 15:29:59,109.9,109.9,96.4,149689,1.05 X,1390.49,Entertainment,Entertainment/Multi Media
PFS,   ,43.45,-3.66,24/05/2017 15:29:58,45.25,45.45,42.8,1638310,0.92 X,2442.24,NA,NA
PGEL,   ,175,-0.4,24/05/2017 15:29:58,174.05,180,171.15,31472,1.15 X,260.09,NA,NA
PGHH,   ,7351,-1.58,24/05/2017 15:29:59,7468.95,7468.95,7351,4297,0.43 X,23758.22,FMCG,Personal Care
PGIL,   ,113.25,-3.08,24/05/2017 15:31:10,114.55,119.4,112,1872,0.21 X,0.00,NA,NA
PHILIPCARB,   ,379.9,-2.74,24/05/2017 15:29:59,393.6,401,375,194155,0.92 X,1312.46,Misc,Carbon Black
PHOENIXLL,   ,172.1,-2.88,24/05/2017 15:29:56,180.85,180.85,168.5,19729,1.0 X,0.00,NA,NA
PHOENIXLTD,   ,409.15,2.19,24/05/2017 15:31:10,403.75,410,392.45,81522,0.72 X,5730.83,Construction,Construction and Contracting - Real Estate
PIDILITIND,   ,720.75,-2.02,24/05/2017 15:31:08,736,737,717,487394,1.05 X,36928.95,Chemicals,Chemicals - Speciality - Others
PIIND,   ,806.45,-1.01,24/05/2017 15:31:14,817.9,820.75,804.1,78167,0.43 X,20249.46,NA,NA
PINCON,   ,68.1,-5.15,24/05/2017 15:31:11,72,72.2,67.65,392182,0.71 X,0.00,NA,NA
PIONDIST,   ,136.3,-1.69,24/05/2017 15:31:12,138,140.1,135.05,4946,0.29 X,186.44,Beverages,Beverages - Alcoholic - Distilleries
PIONEEREMB,   ,44.85,1.01,24/05/2017 15:31:09,44,48.5,43.25,236667,4.19 X,58.43,Textiles,Textiles - Hosiery/Knitwear
PITTILAM,   ,55.75,-5.67,24/05/2017 15:31:10,60.9,60.9,55.1,22232,0.43 X,150.78,Engineering,Engineering - General
PKTEA,   ,152,-1.23,24/05/2017 15:31:20,150.1,152.9,150,619,0.6 X,0.00,NA,NA
PLASTIBLEN,   ,473.95,-2.72,24/05/2017 15:31:10,489.95,489.95,472.2,7757,0.66 X,607.33,Plastics,Plastics - Others
PNB,   ,147.45,-1.54,24/05/2017 15:31:20,149.7,152.35,146.5,12565005,0.76 X,24487.67,Banks - PSU,Finance - Banks - Public Sector
PNBGILTS,   ,45.9,1.32,24/05/2017 15:31:19,45.5,46.45,45.15,953310,0.78 X,616.07,Finance,Finance - Investments
PNBHOUSING,   ,1256.1,4.41,24/05/2017 15:31:12,1214,1269.75,1193,376268,1.32 X,0.00,NA,NA
PNCINFRA,   ,142.25,-1.73,24/05/2017 15:31:19,144.8,146.4,139.2,357077,0.57 X,0.00,NA,NA
POCHIRAJU,   ,7.1,-0.7,24/05/2017 15:31:10,7.15,7.25,7.1,13773,0.48 X,13.45,NA,NA
PODDARHOUS,   ,985.35,-2.34,24/05/2017 15:31:13,1025,1025,981,378,0.56 X,0.00,NA,NA
PODDARMENT,   ,298.05,-2.6,24/05/2017 15:31:12,302,315,295.05,22044,1.32 X,0.00,NA,NA
POKARNA,   ,1410.35,-4.16,24/05/2017 15:31:11,1470,1498,1392.35,11414,0.43 X,0.00,NA,NA
POLARIS,   ,212.5,-2.41,24/05/2017 15:31:09,219,219,210.7,122064,0.37 X,2112.46,Computers,Computers - Software
POLYMED,   ,212.45,0.43,24/05/2017 15:31:14,206,215.25,206,13628,0.48 X,487.62,NA,NA
POLYPLEX,   ,437.65,-1.75,24/05/2017 15:31:16,453.35,453.35,435.45,19256,0.42 X,1397.72,Packaging,NaN
PONNIERODE,   ,199.6,2.36,24/05/2017 15:31:20,195,201.9,192,12538,3.58 X,169.24,Sugar,Sugar - Others
POWERGRID,   ,199.9,-0.74,24/05/2017 15:31:10,202.4,203.9,198.5,3740753,0.93 X,92214.34,Power,Power - Transmission/Equipment
POWERMECH,   ,580.1,-0.8,24/05/2017 15:31:20,582.75,585.05,577,25938,1.04 X,0.00,NA,NA
PPAP,   ,336.55,1.86,24/05/2017 15:31:10,345,361.7,332.5,367209,4.46 X,471.85,Plastics,Plastics - Others
PRABHAT,   ,110.4,-4.42,24/05/2017 15:31:09,93.4,112.5,93.4,1038521,5.66 X,0.00,NA,NA
PRAENG,   ,10.9,-3.96,24/05/2017 15:31:10,11.3,11.65,10.5,166776,0.0 X,104.06,Construction,Construction & Contracting - Housing
PRAJIND,   ,78.1,0.39,24/05/2017 15:31:16,78,79.1,76.85,346359,0.45 X,1439.32,Engineering,Engineering - Heavy
PRAKASH,   ,84.35,-4.2,24/05/2017 15:31:16,88.25,88.85,83.4,776250,0.39 X,1058.93,Diversified,Diversified
PRAKASHCON,   ,4.1,0.00,24/05/2017 15:31:14,4.15,4.2,4,394359,0.92 X,5.18,NA,NA
PRAKASHSTL,   ,1.2,4.35,24/05/2017 15:31:13,1.2,1.2,1.15,136080,0.56 X,2.11,NA,NA
PRATIBHA,   ,10.35,-3.27,24/05/2017 15:31:09,10.6,10.8,10.3,291279,1.14 X,102.66,Infrastructure,Infrastructure - General
PRECAM,   ,126.35,-2.32,24/05/2017 15:31:09,129.1,129.8,126,155282,3.05 X,0.00,NA,NA
PRECWIRE,   ,128.05,-3.25,24/05/2017 15:31:16,134,134,126.35,15215,0.5 X,148.6,Metals,Metals - Non Ferrous - Copper/Copper Alloys - Prod
PREMEXPLN,   ,397.45,-0.36,24/05/2017 15:31:11,400.5,413.4,394.7,11362,0.37 X,0.00,NA,NA
PREMIER,   ,30,-0.99,24/05/2017 15:31:16,30.9,30.9,30,5565,0.51 X,91.87,Engineering,Engineering - General
PREMIERPOL,   ,28.35,1.25,24/05/2017 15:31:16,26.8,29,26.8,905,1.02 X,0.00,NA,NA
PRESSMN,   ,64.55,-0.46,24/05/2017 15:31:09,64.75,66.9,64.1,44981,0.28 X,0.00,NA,NA
PRESTIGE,   ,231.3,1.47,24/05/2017 15:31:13,228.05,237.65,228.05,588899,0.96 X,7631.15,NA,NA
PRICOLLTD,   ,78.15,-0.51,24/05/2017 15:31:13,78.5,78.9,76.7,91763,0.64 X,0.00,NA,NA
PRIMESECU,   ,35,-4.89,24/05/2017 15:31:09,37,37.5,35,35632,0.28 X,91.06,Finance,Finance - Investments
PRISMCEM,   ,116.25,-2.23,24/05/2017 15:31:16,118.25,118.8,115.05,197690,0.35 X,5862.88,Cement,Cement - Major
PROVOGE,   ,4.3,-1.15,24/05/2017 15:31:15,4.45,4.5,4.25,104861,0.82 X,0.00,NA,NA
PROZONINTU,   ,40.8,1.62,24/05/2017 15:31:14,40,41.95,40,181879,0.54 X,0.00,NA,NA
PSB,   ,52.8,-0.85,24/05/2017 15:31:14,54,54.6,52.25,212560,0.38 X,1234.18,Banks - PSU,Finance - Banks - Public Sector
PSL,   ,4.45,-2.2,24/05/2017 15:31:16,4.6,4.85,4.2,117031,2.13 X,23.93,Steel,Steel - Tubes/Pipes
PSUBNKBEES,   ,383.18,-2.35,24/05/2017 15:31:10,392,394.23,382.64,1602,0.55 X,0.00,ETF,CNX PSU Bank Index
PTC,   ,91.05,-1.03,24/05/2017 15:31:08,92,92.65,88.55,2470200,1.06 X,2691.7,Power,Power - Generation/Distribution
PTL,   ,43.65,-0.68,24/05/2017 15:31:10,45.7,45.95,43.3,21475,0.26 X,286.49,Auto Ancl,Tyres & Tubes
PUNJABCHEM,   ,274.5,-1.91,24/05/2017 15:31:16,281.75,281.75,272.1,8489,0.38 X,198.45,Chemicals,Chemicals - Organic - Others
PUNJLLOYD,   ,20.25,-4.71,24/05/2017 15:31:09,21.5,21.5,20.15,1238599,0.48 X,671.92,Construction,Construction & Contracting - Civil
PURVA,   ,60.25,0.25,24/05/2017 15:31:10,60.1,62.3,59.25,135215,0.99 X,1286.22,Construction,Construction and Contracting - Real Estate
PVR,   ,1450,-3.1,24/05/2017 15:31:09,1490,1530.05,1444.15,107617,0.44 X,3783.4,Entertainment,Entertainment/Multi Media
QGOLDHALF,   ,1304.05,-0.47,24/05/2017 15:31:11,1307,1307,1301.7,133,0.44 X,0.00,ETF,Gold
QNIFTY,   ,1015.4,-0.07,24/05/2017 15:31:11,0.00,0.00,0.00,0.00,0.0 X,0.00,ETF,Nifty
QUESS,   ,820.05,4.52,24/05/2017 15:31:11,780,834,771,99887,1.67 X,0.00,NA,NA
QUICKHEAL,   ,204.5,-3.33,24/05/2017 15:31:09,211.5,213.75,203.5,145029,0.65 X,0.00,NA,NA
RADICO,   ,120.6,-4.25,24/05/2017 15:31:21,123.1,124.95,118.75,560291,1.2 X,1599.73,Finance,Finance - Investments
RADIOCITY,   ,346.7,1.97,24/05/2017 15:31:13,338.1,350,337.1,56171,0.76 X,0.00,NA,NA
RAIN,   ,94,-0.21,24/05/2017 15:31:11,94.3,98.85,92.8,996980,0.5 X,0.00,NA,NA
RAINBOWPAP,   ,3.9,-4.88,24/05/2017 15:31:12,4.1,4.1,3.9,259040,2.88 X,36.05,Paper,Paper & Paper Boards
RAIREKMOH,   ,75.5,-5.68,24/05/2017 15:31:16,78,82.75,74,335679,10.96 X,0.00,NA,NA
RAJESHEXPO,   ,648.8,0.13,24/05/2017 15:31:18,649.3,653.1,644.5,384520,0.39 X,19107.99,Jewellery,Diamond Cutting/Precious Metals/Jewellery
RAJSREESUG,   ,58.55,-1.43,24/05/2017 15:31:16,60.5,60.5,57.5,34204,1.26 X,136.43,Sugar,Sugar - Integrated
RAJTV,   ,58.3,-3,24/05/2017 15:31:10,60,60,58.05,17561,0.52 X,302.6,Entertainment,Entertainment/Multi Media
RAJVIR,   ,43.5,3.57,24/05/2017 15:31:09,0.00,0.00,0.00,0.00,0.0 X,12.92,NA,NA
RALLIS,   ,236.6,-0.32,24/05/2017 15:31:16,238.45,238.45,232,108790,0.37 X,4592.03,Agro,Pesticides/Agro Chemicals
RAMANEWS,   ,27.35,-2.5,24/05/2017 15:31:09,28.05,28.55,26.8,63868,0.68 X,159.07,Paper,Paper - News Print
RAMASTEEL,   ,132.05,-2.15,24/05/2017 15:31:20,137,137,131.15,26643,0.14 X,0.00,NA,NA
RAMCOCEM,   ,677.95,-0.67,24/05/2017 15:31:15,686.7,686.7,670,99122,0.58 X,0.00,NA,NA
RAMCOIND,   ,226.6,-0.5,24/05/2017 15:31:16,228.2,236,221.55,118286,0.59 X,1964.62,Cement,Cement - Products/Building Materials
RAMCOSYS,   ,330.75,-3.06,24/05/2017 15:31:18,339.1,343.35,328.5,24346,0.61 X,517.37,Computers,Computers - Software
RAMKY,   ,96.35,-0.67,24/05/2017 15:31:13,99,102.35,94.7,215230,1.07 X,555.33,Construction,Construction & Contracting - Civil
RANASUG,   ,9.05,-2.16,24/05/2017 15:31:16,9,9.45,8.9,531931,0.94 X,139.35,Sugar,Sugar - Others
RANEENGINE,   ,576.65,-2.2,24/05/2017 15:31:11,589,599.9,575,1233,0.22 X,296.82,Auto Ancl,Auto Ancl - Engine Parts
RANEHOLDIN,   ,1055.35,-2.12,24/05/2017 15:31:16,1085,1100,1055,3823,0.34 X,1512.89,Finance,Finance - Investments
RATNAMANI,   ,721.4,2.25,24/05/2017 15:31:09,701.65,725,701.65,3858,0.68 X,3341.08,Steel,Steel - Tubes/Pipes
RAYMOND,   ,662.25,-5.33,24/05/2017 15:31:09,704.9,705.5,642.2,591323,0.85 X,4050.59,Textiles,Textiles - Woollen/Worsted
RBL,   ,1068.05,-3.14,24/05/2017 15:31:11,1112,1112,1050,35911,0.91 X,861.79,Auto Ancl,Auto Ancl - Susp. & Braking - Others
RBLBANK,   ,524.35,-0.03,24/05/2017 15:31:12,524.95,539.7,518.2,1342039,0.9 X,0.00,NA,NA
RCF,   ,75.5,-5.57,24/05/2017 15:31:16,80.05,81.45,74.6,2981024,0.76 X,4154.92,Fertilisers,Fertilisers - Nitrogenous/Phosphate
RCOM,   ,25.9,-7.5,24/05/2017 15:31:09,28,28.2,25.3,46139233,3.92 X,5342.67,Telecom,Telecommunications - Service
RDEL,   ,55.95,-7.98,24/05/2017 15:31:11,61,61.2,54.8,5022615,2.18 X,0.00,NA,NA
RECLTD,   ,210.75,-1.24,24/05/2017 15:31:11,213.5,215.4,208.8,7371572,1.14 X,41447.94,Finance,Finance - Term Lending Institutions
REDINGTON,   ,122.55,-2.39,24/05/2017 15:31:10,124.3,126.2,121.3,143815,0.62 X,4868.27,NA,NA
REFEX,   ,18.3,-3.17,24/05/2017 15:31:11,18.4,19.45,18.05,24321,0.64 X,26.75,NA,NA
REIAGROLTD,   ,0.35,0.00,24/05/2017 15:31:11,0.35,0.40,0.35,985075,1.21 X,33.9,Food Processing,Food Processing - Miscellaneous
RELAXO,   ,472.1,0.16,24/05/2017 15:31:14,471.5,480,471,6653,0.39 X,5680.28,NA,NA
RELCAPITAL,   ,578.55,-6.86,24/05/2017 15:31:08,620.95,624.8,560.85,8795057,2.54 X,14513.32,Finance,Finance - Investments
RELIANCE,   ,1297.7,-0.6,24/05/2017 15:31:09,1307.5,1313.7,1295.1,3272360,1.0 X,428060.86,Diversified,Diversified
RELIGARE,   ,187.55,2.74,24/05/2017 15:31:10,183.2,198,172.1,115648,2.34 X,2800.87,NA,NA
RELINFRA,   ,493.7,-6.19,24/05/2017 15:31:09,526,529.7,479.2,4610137,2.03 X,13282.92,Power,Power - Generation/Distribution
REMSONSIND,   ,51,-1.73,24/05/2017 15:31:16,0.00,0.00,0.00,0.00,0.0 X,0.00,Auto Ancl,Auto Ancl - Susp. & Braking - Springs
RENUKA,   ,13.2,-2.94,24/05/2017 15:31:09,13.7,13.7,13.1,1570167,0.93 X,887.51,Sugar,Sugar - Others
REPCOHOME,   ,745.65,1.56,24/05/2017 15:31:14,739,757.9,733.15,40805,0.44 X,0.00,NA,NA
REPRO,   ,441.3,-0.42,24/05/2017 15:31:09,443.85,449.7,431.5,5128,0.19 X,478.25,Printing,Printing/Publishing/Stationery
RESPONIND,   ,88.05,-1.4,24/05/2017 15:31:13,90,90,87,7186,0.07 X,2329.3,Plastics,Plastics - Flooring
REVATHI,   ,872.95,-1.12,24/05/2017 15:31:09,897.75,897.75,857,2796,0.38 X,267.46,Compressors,Compressors
RICOAUTO,   ,52.4,-2.24,24/05/2017 15:31:16,54,55.9,52.1,413986,0.96 X,705.05,Auto Ancl,Auto Ancl - Dr. Trans & Steer - Others
RIIL,   ,419.15,-4.04,24/05/2017 15:31:16,439.2,439.8,414.1,252915,0.68 X,631.35,Computers,Project Consultancy/Turnkey
RJL,   ,154.95,-1.59,24/05/2017 15:31:10,155,159.95,143.3,29165,1.62 X,295.99,Jewellery,Diamond Cutting/Precious Metals/Jewellery
RKDL,   ,10.3,-3.29,24/05/2017 15:31:14,11,11,10.15,17028,0.05 X,24.65,NA,NA
RKFORGE,   ,446.6,-2.51,24/05/2017 15:31:08,455.15,458.45,430.55,25898,1.07 X,809.38,NA,NA
RML,   ,435.3,-1.9,24/05/2017 15:31:09,443,444.95,435,4352,0.45 X,444.1,NA,NA
ROHITFERRO,   ,5.4,-1.82,24/05/2017 15:31:09,5.55,5.55,5.35,49498,1.17 X,43.7,Misc,Ferro Alloys
ROHLTD,   ,97.75,-4.17,24/05/2017 15:31:09,100.5,104.5,96.25,42781,0.73 X,262.46,Hotels,Hotels
ROLLT,   ,8.35,-3.47,24/05/2017 15:31:12,8.55,8.55,8.25,162569,0.24 X,0.00,NA,NA
ROLTA,   ,55.15,-2.39,24/05/2017 15:31:16,56.95,57,55,309160,0.75 X,904.94,Computers,Computers - Software
ROSSELLIND,   ,104,-5.84,24/05/2017 15:31:14,110.4,110.4,103.5,6067,1.44 X,0.00,NA,NA
RPGLIFE,   ,361.1,-2.17,24/05/2017 15:31:08,371,377.95,359.6,12001,0.26 X,594.05,NA,NA
RPOWER,   ,41.9,-5.2,24/05/2017 15:31:11,44.3,44.6,41.45,7000934,2.39 X,11787.52,Power,Power - Generation/Distribution
RPPINFRA,   ,256.35,-1.48,24/05/2017 15:31:13,260.4,267.9,252.8,256914,1.65 X,561,Construction,Construction & Contracting - Civil
RSSOFTWARE,   ,71.55,-3.44,24/05/2017 15:31:18,76,76,70.9,88605,0.68 X,181.86,Computers,Computers - Software
RSWM,   ,402.1,-1.78,24/05/2017 15:31:16,406.9,412,400,15972,0.88 X,926.45,Textiles,Textiles - Spinning - Synthetic Blended
RSYSTEMS,   ,42.6,-4.7,24/05/2017 15:31:09,45.7,45.7,42.1,22170,0.53 X,525.4,Computers,Computers - Software
RTNINFRA,   ,3.6,1.41,24/05/2017 15:31:14,3.55,3.7,3.5,1664140,1.6 X,0.00,NA,NA
RTNPOWER,   ,7.35,-5.16,24/05/2017 15:31:11,7.6,7.8,7.25,2953811,1.35 X,0.00,NA,NA
RUBYMILLS,   ,366.85,-2.78,24/05/2017 15:31:16,381.9,450,363,12859,1.03 X,305.52,Textiles,Textiles - Composite Mills
RUCHIRA,   ,161.8,-1.34,24/05/2017 15:31:10,169.2,169.2,161.3,54080,0.92 X,361.02,Paper,Paper - Kraft
RUCHISOYA,   ,23.8,-0.63,24/05/2017 15:31:16,24.2,24.3,23.55,469852,0.99 X,786.67,Edible Oils,Edible Oils & Solvent Extraction
RUPA,   ,354.1,-1.54,24/05/2017 15:31:14,362.8,366.75,350.5,33254,0.43 X,2815.1,NA,NA
RUSHIL,   ,727.45,1.71,24/05/2017 15:31:14,720,735,720,65928,0.69 X,1048.46,NA,NA
SABEVENTS,   ,46.2,-1.18,24/05/2017 15:31:09,47.55,47.7,46,5286,0.86 X,0.00,NA,NA
SABTN,   ,231.95,-0.22,24/05/2017 15:31:25,237,237,225.7,28811,0.82 X,573.93,Entertainment,Entertainment/Multi Media
SADBHAV,   ,306.35,0.23,24/05/2017 15:31:24,308,310.9,302.25,97766,1.23 X,4605.99,Construction,Construction & Contracting - Civil
SADBHIN,   ,101.6,-2.64,24/05/2017 15:31:22,104,105,100.05,16164,0.14 X,0.00,NA,NA
SAGCEM,   ,821.05,-2.06,24/05/2017 15:31:24,832,863.5,812.3,12856,0.54 X,1409.83,Cement,Cement - Mini
SAIL,   ,56.9,-4.21,24/05/2017 15:31:14,59.8,60.15,56.65,6821056,0.91 X,23670.68,Steel,Steel
SAKHTISUG,   ,27.5,-6.14,24/05/2017 15:31:14,29.8,29.8,25.8,250157,2.81 X,100.39,Sugar,Sugar - Integrated
SAKSOFT,   ,205.6,-3.84,24/05/2017 15:31:23,208.35,216.95,203,5185,0.81 X,207.83,Computers,Computers - Software
SAKUMA,   ,62.85,-2.86,24/05/2017 15:31:24,65.05,65.05,62.1,19958,0.76 X,105.39,Trading,Trading
SALORAINTL,   ,57,1.6,24/05/2017 15:31:14,59,59,53.15,106,0.02 X,51.32,Consumer Goods,Consumer Goods - Electronic
SALZERELEC,   ,202.9,0.90,24/05/2017 15:31:23,202,204,196.25,63308,1.12 X,0.00,NA,NA
SANDESH,   ,913.65,-1.84,24/05/2017 15:31:14,945,948.75,910,1663,1.36 X,785.69,Printing,Printing/Publishing/Stationery
SANGAMIND,   ,259.6,0.64,24/05/2017 15:31:16,264,272,255,443917,2.37 X,1023.34,Textiles,Textiles - Spinning - Synthetic Blended
SANGHIIND,   ,73.1,-6.16,24/05/2017 15:31:14,78.7,80,69.65,2195637,1.88 X,1617.6,Cement,Cement - Products/Building Materials
SANGHVIFOR,   ,41.8,-2.79,24/05/2017 15:31:12,44.7,44.7,41.3,14900,0.51 X,52.92,NA,NA
SANGHVIMOV,   ,236.05,-2.28,24/05/2017 15:31:24,240.6,241.9,235.1,27940,0.46 X,1021.18,Engineering,Engineering - Heavy
SANOFI,   ,4037.95,-1.34,24/05/2017 15:31:14,4081,4086.05,4020,1162,0.12 X,0.00,NA,NA
SANWARIA,   ,12.6,-4.91,24/05/2017 15:31:24,12.85,13.1,12.6,599984,0.51 X,441.38,Edible Oils,Edible Oils & Solvent Extraction
SARDAEN,   ,242.55,-1.2,24/05/2017 15:31:26,247,250.85,241.55,38720,0.47 X,873.73,Steel,Steel - Sponge Iron
SAREGAMA,   ,225.55,-3.98,24/05/2017 15:31:17,232,244.5,222.3,21951,0.29 X,394.61,Entertainment,Entertainment/Multi Media
SARLAPOLY,   ,58.9,0.86,24/05/2017 15:31:24,57.6,59.5,57.1,43599,0.69 X,388.88,Textiles,Textiles - Processing/Texturising
SASKEN,   ,393.05,-1.79,24/05/2017 15:31:23,400.3,408.7,389.1,14385,0.19 X,1025.69,Computers,Computers - Software
SATHAISPAT,   ,41.15,-11.51,24/05/2017 15:31:24,47.4,47.5,38.8,491687,3.34 X,143.26,Steel,Steel - Pig Iron
SATIN,   ,315.4,4.51,24/05/2017 15:31:22,302.6,323,300.35,156157,1.26 X,0.00,NA,NA
SBIN,   ,283.15,-1.97,24/05/2017 15:31:09,290.05,290.45,281.65,16424918,0.9 X,190738.62,Banks - PSU,Finance - Banks - Public Sector
SCHAND,   ,553.15,-3.54,24/05/2017 15:31:11,573.45,576,550,96605,0.06 X,0.00,NA,NA
SCHNEIDER,   ,133.65,-0.63,24/05/2017 15:31:13,135.15,138.3,132.5,109782,0.7 X,3205.01,NA,NA
SCI,   ,68.25,-5.14,24/05/2017 15:31:14,71.95,72.75,67.7,743016,0.61 X,3176.6,Shipping,Shipping
SDBL,   ,154.35,0.36,24/05/2017 15:31:14,157.65,160,151.05,51580,0.76 X,0.00,NA,NA
SEAMECLTD,   ,113.05,-0.53,24/05/2017 15:31:14,113.5,114,111.1,22451,0.54 X,381.98,Shipping,Shipping
SEINV,   ,158.1,-1.46,24/05/2017 15:31:12,159,164.45,156,377,0.07 X,642.66,NA,NA
SELAN,   ,171.2,-1.35,24/05/2017 15:31:24,173.45,177.4,170,88782,0.76 X,291.93,Oil Drilling,Oil Drilling And Exploration
SELMCL,   ,3.2,-4.48,24/05/2017 15:31:25,3.4,3.4,3.2,225532,0.95 X,35.57,Textiles,Textiles - General
SEPOWER,   ,8.95,-4.79,24/05/2017 15:31:12,9.4,9.4,8.95,14718,0.97 X,0.00,NA,NA
SEQUENT,   ,113.2,-8.78,24/05/2017 15:31:25,119.7,121,111.05,323973,1.66 X,0.00,NA,NA
