,Ticker,company_name,sector,series,date of listing,paid up value,market lot,isin number,face value
493,A2ZINFRA,A2Z Infra Engineering Limited,Construction & Contracting - Civil,EQ,23-DEC-2010,10,1,INE619I01012,10
494,3MINDIA,3M India Limited,Pharmaceuticals,EQ,13-AUG-2004,10,1,INE470A01017,10
495,3MINDIA,3M India Limited,Electrodes & Graphite,EQ,13-AUG-2004,10,1,INE470A01017,10
496,GRASIM,Grasim Industries Limited,Diversified,EQ,10-MAY-1995,2,1,INE047A01021,2
497,ABFRL,Aditya Birla Fashion and Retail Limited,Chemicals,EQ,17-JUL-2013,10,1,INE647O01011,10
498,3MINDIA,3M India Limited,Metals - Non Ferrous,EQ,13-AUG-2004,10,1,INE470A01017,10
499,AMBIKCO,Ambika Cotton Mills Limited,Engines,EQ,29-JAN-2008,10,1,INE540G01014,10
500,GREENLAM,Greenlam Industries Limited,Miscellaneous,EQ,02-MAR-2015,1,1,INE544R01021,1
501,GREENPANEL,Greenpanel Industries Limited,,EQ,23-OCT-2019,1,1,INE08ZM01014,1
502,GREENPLY,Greenply Industries Limited,Miscellaneous,EQ,06-MAR-1996,1,1,INE461C01038,1
503,GRINDWELL,Grindwell Norton Limited,Abrasives,EQ,11-SEP-2006,5,1,INE536A01023,5
504,GRPLTD,GRP Limited,Rubber,EQ,12-FEB-2015,10,1,INE137I01015,10
505,3IINFOLTD,3i Infotech Limited,Computers - Software Medium & Small,EQ,22-OCT-2021,10,1,INE748C01038,10
506,GTL,GTL Limited,Telecommunications - Equipment,EQ,29-MAR-1995,10,1,INE043A01012,10
507,A2ZINFRA,A2Z Infra Engineering Limited,Telecommunications - Equipment,EQ,23-DEC-2010,10,1,INE619I01012,10
508,GTPL,GTPL Hathway Limited,Media & Entertainment,EQ,04-JUL-2017,10,1,INE869I01013,10
509,DBOL,Dhampur Bio Organics Limited,Pharmaceuticals,EQ,08-SEP-2022,10,1,INE0I3401014,10
510,ALKALI,Alkali Metals Limited,Chemicals,EQ,06-NOV-2008,10,1,INE773I01017,10
511,AARVEEDEN,Aarvee Denims & Exports Limited,,EQ,21-NOV-2006,10,1,INE273D01019,10
512,BHEL,Bharat Heavy Electricals Limited,Chemicals,EQ,11-NOV-2003,2,1,INE257A01026,2
513,ADANIPOWER,Adani Power Limited,Power - Generation & Distribution,BE,20-AUG-2009,10,1,INE814H01011,10
514,CANFINHOME,Can Fin Homes Limited,Finance - Leasing & Hire Purchase,EQ,10-MAY-1995,2,1,INE477A01020,2
515,GMDCLTD,Gujarat Mineral Development Corporation Limited,Mining & Minerals,EQ,17-DEC-1997,2,1,INE131A01031,2
516,GUJRAFFIA,Gujarat Raffia Industries Limited,Packaging,BE,09-OCT-1996,10,1,INE610B01024,10
517,GSCLCEMENT,Gujarat Sidhee Cement Limited,Cement - Major,EQ,15-MAY-2013,10,1,INE542A01039,10
518,GSFC,Gujarat State Fertilizers & Chemicals Limited,Oil Drilling And Exploration,EQ,06-SEP-1995,2,1,INE026A01025,2
519,APLAPOLLO,APL Apollo Tubes Limited,Engineering - Heavy,EQ,14-DEC-2011,2,1,INE702C01027,2
520,FLUOROCHEM,Gujarat Fluorochemicals Limited,Chemicals,EQ,16-OCT-2019,1,1,INE09N301011,1
521,ATGL,Adani Total Gas Limited,Oil Drilling And Exploration,EQ,05-NOV-2018,1,1,INE399L01023,1
522,FLUOROCHEM,Gujarat Fluorochemicals Limited,Shipping,EQ,16-OCT-2019,1,1,INE09N301011,1
523,GULFOILLUB,Gulf Oil Lubricants India Limited,Lubricants,EQ,31-JUL-2014,2,1,INE635Q01029,2
524,GULPOLY,Gulshan Polyols Limited,Chemicals,EQ,28-JAN-2015,1,1,INE255D01024,1
525,ADANIPOWER,Adani Power Limited,Power - Generation & Distribution,BE,20-AUG-2009,10,1,INE814H01011,10
526,GAL,Gyscoal Alloys Limited,Steel - Sponge Iron,EQ,27-OCT-2010,1,1,INE482J01021,1
527,HARDWYN,Hardwyn India Limited,Aluminium,EQ,12-APR-2022,10,1,INE626Z01011,10
528,HARIOMPIPE,Hariom Pipe Industries Limited,Iron & Steel,EQ,13-APR-2022,10,1,INE00EV01017,10
529,HARRMALAYA,Harrisons  Malayalam Limited,Plantations - Tea & Coffee,EQ,08-FEB-1995,10,1,INE544A01019,10
530,BIRLACABLE,Birla Cable Limited,Media & Entertainment,EQ,06-DEC-1995,10,1,INE800A01015,10
531,AGROPHOS,Agro Phos India Limited,Food Processing,EQ,08-MAR-2019,10,1,INE740V01019,10
532,3MINDIA,3M India Limited,Electric Equipment,EQ,13-AUG-2004,10,1,INE470A01017,10
533,ADANIPOWER,Adani Power Limited,Electric Equipment,BE,20-AUG-2009,10,1,INE814H01011,10
534,CMSINFO,CMS Info Systems Limited,Computers - Hardware,EQ,31-DEC-2021,10,1,INE925R01014,10
535,ATFL,Agro Tech Foods Limited,Computers - Software,EQ,06-DEC-2002,10,1,INE209A01019,10
536,HDFCAMC,HDFC Asset Management Company Limited,Finance - Housing,EQ,06-AUG-2018,5,1,INE127D01025,5
537,ABSLAMC,Aditya Birla Sun Life AMC Limited,Finance - Investments,EQ,11-OCT-2021,5,1,INE404A01024,5
538,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
539,HDFCAMC,HDFC Asset Management Company Limited,,EQ,06-AUG-2018,5,1,INE127D01025,5
540,ABSLAMC,Aditya Birla Sun Life AMC Limited,Life & Health Insurance,EQ,11-OCT-2021,5,1,INE404A01024,5
541,HEADSUP,Heads UP Ventures Limited,,EQ,14-DEC-2016,10,1,INE759V01019,10
542,ASTERDM,Aster DM Healthcare Limited,Hospitals & Medical Services,EQ,26-FEB-2018,10,1,INE914M01019,10
543,A2ZINFRA,A2Z Infra Engineering Limited,Engineering,EQ,23-DEC-2010,10,1,INE619I01012,10
544,HEG,HEG Limited,Electrodes & Graphite,EQ,10-MAY-1995,10,1,INE545A01016,10
545,HEMIPROP,Hemisphere Properties India Limited,,EQ,22-OCT-2020,10,1,INE0AJG01018,10
546,HERANBA,Heranba Industries Limited,Pesticides & Agrochemicals,EQ,05-MAR-2021,10,1,INE694N01015,10
547,HERCULES,Hercules Hoists Limited,Engineering,EQ,19-FEB-2008,1,1,INE688E01024,1
548,ADFFOODS,ADF Foods Limited,Food Processing,EQ,15-SEP-2010,10,1,INE982B01019,10
549,HEROMOTOCO,Hero MotoCorp Limited,Auto - 2 & 3 Wheelers,EQ,11-APR-2003,2,1,INE158A01026,2
550,DBOL,Dhampur Bio Organics Limited,Pharmaceuticals,EQ,08-SEP-2022,10,1,INE0I3401014,10
551,HEXATRADEX,Hexa Tradex Limited,Finance - Investments,EQ,20-APR-2012,2,1,INE750M01017,2
552,HFCL,HFCL Limited,Telecommunications - Equipment,EQ,09-MAR-2011,1,1,INE548A01028,1
553,A2ZINFRA,A2Z Infra Engineering Limited,Infrastructure - General,EQ,23-DEC-2010,10,1,INE619I01012,10
554,HIKAL,Hikal Limited,Pharmaceuticals,EQ,14-FEB-2001,2,1,INE475B01022,2
555,HIL,HIL Limited,Cement - Products & Building Materials,EQ,26-APR-1995,10,1,INE557A01011,10
556,ANKITMETAL,Ankit Metal & Power Limited,Castings & Forgings,EQ,14-MAR-2013,10,1,INE106I01010,10
557,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Chemicals,EQ,27-NOV-2007,2,1,INE742F01042,2
558,HIMATSEIDE,Himatsingka Seide Limited,Textiles - Synthetic & Silk,EQ,08-FEB-1995,5,1,INE049A01027,5
559,HINDCOMPOS,Hindustan Composites Limited,Auto Ancillaries,EQ,08-MAY-1996,5,1,INE310C01029,5
560,HIRECT,Hind Rectifiers Limited,Construction & Contracting - Civil,EQ,26-DEC-2006,2,1,INE835D01023,2
561,HINDCOPPER,Hindustan Copper Limited,Metals - Non Ferrous,EQ,15-SEP-2010,5,1,INE531E01026,5
562,EICHERMOT,Eicher Motors Limited,Auto - Cars & Jeeps,EQ,07-SEP-2004,1,1,INE066A01021,1
563,ASAHIINDIA,Asahi India Glass Limited,Glass & Glass Products,EQ,18-MAR-1998,1,1,INE439A01020,1
564,HIRECT,Hind Rectifiers Limited,Electricals,EQ,26-DEC-2006,2,1,INE835D01023,2
565,HINDZINC,Hindustan Zinc Limited,Metals - Non Ferrous,EQ,21-NOV-2006,2,1,INE267A01025,2
566,HINDALCO,Hindalco Industries Limited,,EQ,08-JAN-1997,1,1,INE038A01020,1
567,HINDCON,Hindcon Chemicals Limited,Chemicals,EQ,05-JUL-2021,10,1,INE642Y01011,10
568,ALMONDZ,Almondz Global Securities Limited,Computers - Software,EQ,16-JUN-2008,6,1,INE326B01027,6
569,HAL,Hindustan Aeronautics Limited,Diversified,EQ,28-MAR-2018,10,1,INE066F01012,10
570,ADFFOODS,ADF Foods Limited,Food Processing,EQ,15-SEP-2010,10,1,INE982B01019,10
571,BAGFILMS,B.A.G Films and Media Limited,Media & Entertainment,BE,17-OCT-2003,2,1,INE116D01028,2
572,ANKITMETAL,Ankit Metal & Power Limited,Steel - Medium & Small,EQ,14-MAR-2013,10,1,INE106I01010,10
573,DELTACORP,Delta Corp Limited,Plastics,EQ,02-NOV-2007,1,1,INE124G01033,1
574,APOLLOPIPE,Apollo Pipes Limited,Steel - Tubes & Pipes,EQ,11-NOV-2019,10,1,INE126J01016,10
575,HLEGLAS,HLE Glascoat Limited,Glass & Glass Products,EQ,22-FEB-2021,10,1,INE461D01010,10
576,HLVLTD,HLV LIMITED,Hotels,EQ,19-JUL-1995,2,1,INE102A01024,2
577,HMT,HMT Limited,Auto - Tractors,BZ,29-AUG-2003,10,1,INE262A01018,10
578,3MINDIA,3M India Limited,Electric Equipment,EQ,13-AUG-2004,10,1,INE470A01017,10
579,HONAUT,Honeywell Automation India Limited,Telecommunications - Equipment,EQ,18-JUL-2003,10,1,INE671A01010,10
580,21STCENMGM,21st Century Management Services Limited,Computers - Software Medium & Small,EQ,03-MAY-1995,10,1,INE253B01015,10
581,HPAL,HP Adhesives Limited,,EQ,27-DEC-2021,10,1,INE0GSL01016,10
582,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,Electric Equipment,EQ,06-AUG-2021,10,1,INE198H01019,10
583,BAGFILMS,B.A.G Films and Media Limited,Media & Entertainment,BE,17-OCT-2003,2,1,INE116D01028,2
584,HUBTOWN,Hubtown Limited,Construction & Contracting - Real Estate,BE,07-FEB-2007,10,1,INE703H01016,10
585,3MINDIA,3M India Limited,Packaging,EQ,13-AUG-2004,10,1,INE470A01017,10
586,ICEMAKE,Ice Make Refrigeration Limited,Miscellaneous,BE,12-OCT-2020,10,1,INE520Y01019,10
587,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
588,ICICIBANK,ICICI Bank Limited,,EQ,17-SEP-1997,2,1,INE090A01021,2
589,ICICIBANK,ICICI Bank Limited,Finance - General,EQ,17-SEP-1997,2,1,INE090A01021,2
590,ICICIBANK,ICICI Bank Limited,Miscellaneous,EQ,17-SEP-1997,2,1,INE090A01021,2
591,ICRA,ICRA Limited,Miscellaneous,EQ,13-APR-2007,10,1,INE725G01011,10
592,AUBANK,AU Small Finance Bank Limited,,EQ,10-JUL-2017,10,1,INE949L01017,10
593,IDFC,IDFC Limited,Finance - Term Lending Institutions,EQ,12-AUG-2005,10,1,INE043D01016,10
594,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
595,AGROPHOS,Agro Phos India Limited,Breweries & Distilleries,EQ,08-MAR-2019,10,1,INE740V01019,10
596,AARON,Aaron Industries Limited,Consumer Goods - White Goods,BE,06-NOV-2020,10,1,INE721Z01010,10
597,IFCI,IFCI Limited,Finance - Term Lending Institutions,EQ,26-APR-1995,10,1,INE039A01010,10
598,IFGLEXPOR,IFGL Refractories Limited,Cement - Products & Building Materials,EQ,14-NOV-2017,10,1,INE133Y01011,10
599,IGPL,IG Petrochemicals Limited,Chemicals,EQ,29-JAN-2007,10,1,INE204A01010,10
600,EICHERMOT,Eicher Motors Limited,Electric Equipment,EQ,07-SEP-2004,1,1,INE066A01021,1
601,APTUS,Aptus Value Housing Finance India Limited,Finance - General,EQ,24-AUG-2021,2,1,INE852O01025,2
602,IMAGICAA,Imagicaaworld Entertainment Limited,,BE,06-APR-2015,10,1,INE172N01012,10
603,INDLMETER,IMP Powers Limited,Electric Equipment,BE,10-JAN-1996,10,1,INE065B01013,10
604,IMPEXFERRO,Impex Ferro Tech Limited,Mining & Minerals,EQ,03-FEB-2005,10,1,INE691G01015,10
605,IMPAL,India Motor Parts and Accessories Limited,Trading,EQ,07-OCT-2005,10,1,INE547E01014,10
606,INDBANK,Indbank Merchant Banking Services Limited,Finance - General,EQ,08-OCT-2008,10,1,INE841B01017,10
607,3MINDIA,3M India Limited,Cement - Major,EQ,13-AUG-2004,10,1,INE470A01017,10
608,3MINDIA,3M India Limited,Chemicals,EQ,13-AUG-2004,10,1,INE470A01017,10
609,3MINDIA,3M India Limited,Auto Ancillaries,EQ,13-AUG-2004,10,1,INE470A01017,10
610,3MINDIA,3M India Limited,Pesticides & Agrochemicals,EQ,13-AUG-2004,10,1,INE470A01017,10
611,3MINDIA,3M India Limited,Hotels,EQ,13-AUG-2004,10,1,INE470A01017,10
612,IBREALEST,Indiabulls Real Estate Limited,Finance - Housing,EQ,23-MAR-2007,2,1,INE069I01010,2
613,IBREALEST,Indiabulls Real Estate Limited,Construction & Contracting - Real Estate,EQ,23-MAR-2007,2,1,INE069I01010,2
614,INDIAMART,Indiamart Intermesh Limited,Miscellaneous,EQ,04-JUL-2019,10,1,INE933S01016,10
615,AUBANK,AU Small Finance Bank Limited,Banks - Public Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
616,IEX,Indian Energy Exchange Limited,Textiles - Machinery,EQ,23-OCT-2017,1,1,INE022Q01020,1
617,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Hotels,EQ,25-JUN-2007,2,1,INE199C01026,2
618,IEX,Indian Energy Exchange Limited,Cement - Products & Building Materials,EQ,23-OCT-2017,1,1,INE022Q01020,1
619,ALKALI,Alkali Metals Limited,Mining & Minerals,EQ,06-NOV-2008,10,1,INE773I01017,10
620,IEX,Indian Energy Exchange Limited,Textiles - Readymade Apparels,EQ,23-OCT-2017,1,1,INE022Q01020,1
621,ASIANPAINT,Asian Paints Limited,Paints,EQ,31-MAY-1995,1,1,INE021A01026,1
622,ALKYLAMINE,Alkyl Amines Chemicals Limited,Chemicals,EQ,26-NOV-2007,2,1,INE150B01039,2
623,ICIL,Indo Count Industries Limited,Chemicals,EQ,12-SEP-2005,2,1,INE483B01026,2
624,ICIL,Indo Count Industries Limited,Textiles - Spinning - Cotton Blended,EQ,12-SEP-2005,2,1,INE483B01026,2
625,ICIL,Indo Count Industries Limited,Textiles - Spinning - Synthetic Blended,EQ,12-SEP-2005,2,1,INE483B01026,2
626,ATFL,Agro Tech Foods Limited,Power - Transmission & Equipment,EQ,06-DEC-2002,10,1,INE209A01019,10
627,ICIL,Indo Count Industries Limited,Finance - General,EQ,12-SEP-2005,2,1,INE483B01026,2
628,INDOCO,Indoco Remedies Limited,Pharmaceuticals,EQ,14-JAN-2005,2,1,INE873D01024,2
629,NIPPOBATRY,Indo-National Limited,Dry Cells,EQ,06-OCT-1999,5,1,INE567A01028,5
630,ADANIGREEN,Adani Green Energy Limited,Power - Generation & Distribution,EQ,18-JUN-2018,10,1,INE364U01010,10
631,IGL,Indraprastha Gas Limited,Hospitals & Medical Services,EQ,26-DEC-2003,2,1,INE203G01027,2
632,INDSWFTLAB,Ind-Swift Laboratories Limited,Pharmaceuticals,EQ,02-JUL-1997,10,1,INE915B01019,10
633,INDSWFTLAB,Ind-Swift Laboratories Limited,Pharmaceuticals,EQ,02-JUL-1997,10,1,INE915B01019,10
634,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
635,AGARIND,Agarwal Industrial Corporation Limited,Finance - Investments,EQ,26-MAY-2014,10,1,INE204E01012,10
636,INEOSSTYRO,INEOS Styrolution India Limited,Petrochemicals,EQ,29-MAR-1995,10,1,INE189B01011,10
637,DMART,Avenue Supermarts Limited,Miscellaneous,EQ,21-MAR-2017,10,1,INE192R01011,10
638,CMSINFO,CMS Info Systems Limited,Miscellaneous,EQ,31-DEC-2021,10,1,INE925R01014,10
639,ATFL,Agro Tech Foods Limited,Computers - Software Medium & Small,EQ,06-DEC-2002,10,1,INE209A01019,10
640,INFOMEDIA,Infomedia Press Limited,Printing & Stationery,BE,12-OCT-2006,10,1,INE669A01022,10
641,INFY,Infosys Limited,Computers - Software,EQ,08-FEB-1995,5,1,INE009A01021,5
642,INGERRAND,Ingersoll Rand (India) Limited,Compressors,EQ,15-APR-1999,10,1,INE177A01018,10
643,INOXLEISUR,INOX Leisure Limited,Media & Entertainment,EQ,23-FEB-2006,10,1,INE312H01016,10
644,INOXWIND,Inox Wind Limited,Power - Generation & Distribution,EQ,09-APR-2015,10,1,INE066P01011,10
645,INSECTICID,Insecticides (India) Limited,Pesticides & Agro Chemicals,EQ,30-MAY-2007,10,1,INE070I01018,10
646,INSPIRISYS,Inspirisys Solutions Limited,Computers - Software Medium & Small,EQ,30-OCT-2006,10,1,INE020G01017,10
647,ESSENTIA,Integra Essentia Limited,,EQ,20-AUG-2013,1,1,INE418N01035,1
648,INTELLECT,Intellect Design Arena Limited,Computers - Software,EQ,18-DEC-2014,5,1,INE306R01017,5
649,ATFL,Agro Tech Foods Limited,Computers - Software Medium & Small,EQ,06-DEC-2002,10,1,INE209A01019,10
650,ATFL,Agro Tech Foods Limited,Retail,EQ,06-DEC-2002,10,1,INE209A01019,10
651,INVENTURE,Inventure Growth & Securities Limited,Finance - Investments,EQ,04-AUG-2011,1,1,INE878H01024,1
652,ALKYLAMINE,Alkyl Amines Chemicals Limited,Pharmaceuticals,EQ,26-NOV-2007,2,1,INE150B01039,2
653,JYOTHYLAB,Jyothy Labs Limited,Pharmaceuticals,EQ,19-DEC-2007,1,1,INE668F01031,1
654,A2ZINFRA,A2Z Infra Engineering Limited,Infrastructure - General,EQ,23-DEC-2010,10,1,INE619I01012,10
655,IRB,IRB Infrastructure Developers Limited,Construction & Contracting - Civil,EQ,25-FEB-2008,10,1,INE821I01014,10
656,IRCON,Ircon International Limited,Engineering - Heavy,EQ,28-SEP-2018,2,1,INE962Y01021,2
657,IRIS,Iris Business Services Limited,,EQ,08-NOV-2021,10,1,INE864K01010,10
658,IRIS,Iris Business Services Limited,,EQ,08-NOV-2021,10,1,INE864K01010,10
659,BHEL,Bharat Heavy Electricals Limited,Engineering - Heavy,EQ,11-NOV-2003,2,1,INE257A01026,2
660,ISMTLTD,ISMT Limited,Steel - Rolling,EQ,28-AUG-2007,5,1,INE732F01019,5
661,ITC,ITC Limited,,EQ,23-AUG-1995,1,1,INE154A01025,1
662,ITDCEM,ITD Cementation India Limited,Construction & Contracting - Civil,EQ,10-FEB-1999,1,1,INE686A01026,1
663,ITI,ITI Limited,Telecommunications - Equipment,EQ,15-SEP-2003,10,1,INE248A01017,10
664,IVP,IVP Limited,Vanaspati & Oils,EQ,13-SEP-1995,10,1,INE043C01018,10
665,IZMO,IZMO Limited,Computers - Software Medium & Small,EQ,05-FEB-2007,10,1,INE848A01014,10
666,A2ZINFRA,A2Z Infra Engineering Limited,Construction & Contracting - Civil,EQ,23-DEC-2010,10,1,INE619I01012,10
667,APCL,Anjani Portland Cement Limited,Cement - Major,EQ,10-APR-2017,10,1,INE071F01012,10
668,BALAJITELE,Balaji Telefilms Limited,Steel - Sponge Iron,EQ,22-NOV-2000,2,1,INE794B01026,2
669,DELTACORP,Delta Corp Limited,Steel - GP & GC Sheets,EQ,02-NOV-2007,1,1,INE124G01033,1
670,JISLDVREQS,Jain Irrigation Systems Limited,Plastics,EQ,30-NOV-2011,2,1,IN9175A01010,2
671,IMFA,Indian Metals & Ferro Alloys Limited,Ferro Manganese,EQ,23-JUL-2010,10,1,INE919H01018,10
672,JPASSOCIAT,Jaiprakash Associates Limited,Infrastructure - General,EQ,14-JUN-2004,2,1,INE455F01025,2
673,JPASSOCIAT,Jaiprakash Associates Limited,Power - Generation & Distribution,EQ,14-JUN-2004,2,1,INE455F01025,2
674,ATULAUTO,Atul Auto Limited,Auto Ancillaries,EQ,26-JUN-2013,5,1,INE951D01028,5
675,JASH,Jash Engineering Limited,Diversified,EQ,30-OCT-2019,10,1,INE039O01011,10
676,JAYBARMARU,Jay Bharat Maruti Limited,Auto Ancillaries,EQ,03-JAN-1996,5,1,INE571B01028,5
677,JAYAGROGN,Jayant Agro Organics Limited,Chemicals,EQ,17-APR-1996,5,1,INE785A01026,5
678,JAYNECOIND,Jayaswal Neco Industries Limited,Castings & Forgings,EQ,10-MAY-1995,10,1,INE854B01010,10
679,A2ZINFRA,A2Z Infra Engineering Limited,Infrastructure - General,EQ,23-DEC-2010,10,1,INE619I01012,10
680,DTIL,Dhunseri Tea & Industries Limited,Plantations - Tea & Coffee,EQ,20-JAN-2015,10,1,INE341R01014,10
681,ALKYLAMINE,Alkyl Amines Chemicals Limited,Pharmaceuticals,EQ,26-NOV-2007,2,1,INE150B01039,2
682,AARON,Aaron Industries Limited,Textiles - Manmade,BE,06-NOV-2020,10,1,INE721Z01010,10
683,ATULAUTO,Atul Auto Limited,Auto Ancillaries,EQ,26-JUN-2013,5,1,INE951D01028,5
684,JETAIRWAYS,Jet Airways (India) Limited,Transport & Logistics,BZ,14-MAR-2005,10,1,INE802G01018,10
685,JETAIRWAYS,Jet Airways (India) Limited,Miscellaneous,BZ,14-MAR-2005,10,1,INE802G01018,10
686,JHS,JHS Svendgaard Laboratories Limited,Personal Care,EQ,21-OCT-2006,10,1,INE544H01014,10
687,AARON,Aaron Industries Limited,Trading,BE,06-NOV-2020,10,1,INE721Z01010,10
688,JINDALPHOT,Jindal Photo Limited,Steel - Large,EQ,07-APR-2005,10,1,INE796G01012,10
689,JINDALPHOT,Jindal Photo Limited,Textiles - Spinning - Cotton Blended,EQ,07-APR-2005,10,1,INE796G01012,10
690,JINDALPHOT,Jindal Photo Limited,Oil Drilling And Exploration,EQ,07-APR-2005,10,1,INE796G01012,10
691,JINDALPHOT,Jindal Photo Limited,Consumer Goods - Electronic,EQ,07-APR-2005,10,1,INE796G01012,10
692,JINDALPHOT,Jindal Photo Limited,Finance - General,EQ,07-APR-2005,10,1,INE796G01012,10
693,JINDALPHOT,Jindal Photo Limited,Packaging,EQ,07-APR-2005,10,1,INE796G01012,10
694,JINDALPHOT,Jindal Photo Limited,Steel - Tubes & Pipes,EQ,07-APR-2005,10,1,INE796G01012,10
695,JINDALPHOT,Jindal Photo Limited,Steel - Medium & Small,EQ,07-APR-2005,10,1,INE796G01012,10
696,JINDALPHOT,Jindal Photo Limited,Steel - Sponge Iron,EQ,07-APR-2005,10,1,INE796G01012,10
697,JINDALPHOT,Jindal Photo Limited,Textiles - General,EQ,07-APR-2005,10,1,INE796G01012,10
698,JITFINFRA,JITF Infralogistics Limited,Miscellaneous,BE,27-FEB-2017,2,1,INE863T01013,2
699,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
700,JKCEMENT,JK Cement Limited,Cement - Major,EQ,14-MAR-2006,10,1,INE823G01014,10
701,ASTRON,Astron Paper & Board Mill Limited,Paper,EQ,29-DEC-2017,10,1,INE646X01014,10
702,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,Tyres,EQ,06-AUG-2021,10,1,INE198H01019,10
703,ARMANFIN,Arman Financial Services Limited,Finance - Investments,EQ,14-JUN-2016,10,1,INE109C01017,10
704,ARSSINFRA,ARSS Infrastructure Projects Limited,Construction & Contracting - Civil,BE,03-MAR-2010,10,1,INE267I01010,10
705,JOCIL,Jocil Limited,Chemicals,EQ,08-OCT-2008,10,1,INE839G01010,10
706,ADANIGREEN,Adani Green Energy Limited,Power - Generation & Distribution,EQ,18-JUN-2018,10,1,INE364U01010,10
707,3PLAND,3P Land Holdings Limited,Finance - Investments,EQ,19-JUL-1995,2,1,INE105C01023,2
708,GALLANTT,Gallantt Ispat Limited,Steel - Sponge Iron,EQ,04-APR-2006,10,1,INE297H01019,10
709,JINDALSTEL,Jindal Steel & Power Limited,Steel - Large,EQ,29-DEC-1999,1,1,INE749A01030,1
710,3MINDIA,3M India Limited,Auto Ancillaries,EQ,13-AUG-2004,10,1,INE470A01017,10
711,A2ZINFRA,A2Z Infra Engineering Limited,Steel - Tubes & Pipes,EQ,23-DEC-2010,10,1,INE619I01012,10
712,BECTORFOOD,Mrs. Bectors Food Specialities Limited,Miscellaneous,EQ,24-DEC-2020,10,1,INE495P01012,10
713,JUBLFOOD,Jubilant Foodworks Limited,Miscellaneous,EQ,08-FEB-2010,2,1,INE797F01020,2
714,JUBLFOOD,Jubilant Foodworks Limited,Pharmaceuticals,EQ,08-FEB-2010,2,1,INE797F01020,2
715,JWL,Jupiter Wagons Limited,Engineering,BE,18-OCT-2010,10,1,INE209L01016,10
716,JUSTDIAL,Just Dial Limited,Miscellaneous,EQ,05-JUN-2013,10,1,INE599M01018,10
717,JYOTHYLAB,Jyothy Labs Limited,Personal Care,EQ,19-DEC-2007,1,1,INE668F01031,1
718,JYOTISTRUC,Jyoti Structures Limited,Power - Transmission & Equipment,BZ,19-JUL-1995,2,1,INE197A01024,2
719,KABRAEXTRU,Kabra Extrusion Technik Limited,Engineering - Heavy,EQ,06-SEP-1995,5,1,INE900B01029,5
720,KAJARIACER,Kajaria Ceramics Limited,Ceramics & Granite,EQ,01-JUN-2004,1,1,INE217B01036,1
721,APCL,Anjani Portland Cement Limited,Cement - Mini,EQ,10-APR-2017,10,1,INE071F01012,10
722,ADANIPOWER,Adani Power Limited,Power - Transmission & Equipment,BE,20-AUG-2009,10,1,INE814H01011,10
723,BHARATFORG,Bharat Forge Limited,Castings & Forgings,EQ,04-APR-2003,2,1,INE465A01025,2
724,KALYANI,Kalyani Commercials Limited,Finance - Investments,BE,13-FEB-2017,10,1,INE610E01010,10
725,KALYANI,Kalyani Commercials Limited,Steel - Rolling,BE,13-FEB-2017,10,1,INE610E01010,10
726,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Hotels,EQ,25-JUN-2007,2,1,INE199C01026,2
727,KAMDHENU,Kamdhenu Limited,Steel - Medium & Small,BE,09-MAY-2006,10,1,INE390H01012,10
728,KANANIIND,Kanani Industries Limited,Diamond Cutting & Jewellery & Precious Metals,EQ,14-DEC-2011,1,1,INE879E01037,1
729,KANORICHEM,Kanoria Chemicals & Industries Limited,Chemicals,EQ,08-FEB-1995,5,1,INE138C01024,5
730,KANPRPLA,Kanpur Plastipack Limited,Packaging,EQ,01-JAN-2021,10,1,INE694E01014,10
731,KANSAINER,Kansai Nerolac Paints Limited,Paints & Varnishes,EQ,15-SEP-2003,1,1,INE531A01024,1
732,KAPSTON,Kapston Services Limited,,EQ,27-MAY-2020,10,1,INE542Z01010,10
733,ADANIGREEN,Adani Green Energy Limited,Power - Generation & Distribution,EQ,18-JUN-2018,10,1,INE364U01010,10
734,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
735,KARURVYSYA,Karur Vysya Bank Limited,Banks - Private Sector,EQ,26-JUL-2000,2,1,INE036D01028,2
736,A2ZINFRA,A2Z Infra Engineering Limited,Construction & Contracting - Civil,EQ,23-DEC-2010,10,1,INE619I01012,10
737,KSCL,Kaveri Seed Company Limited,Miscellaneous,EQ,04-OCT-2007,2,1,INE455I01029,2
