,0,1,2,3,4,5,6,7,8,9,10
1111,1111,VIVIDHA,Visagar Polytex Limited,,,EQ,21-May-13,1,1,INE370E01029,1
1112,1112,VIVIMEDLAB,Vivimed Labs Limited,,,EQ,17-Aug-05,2,1,INE526G01021,2
1113,1113,VLSFINANCE,VLS Finance Limited,Finance,Finance,EQ,25-May-95,10,1,INE709A01018,10
1114,1114,VMART,V-Mart Retail Limited,,,EQ,20-Feb-13,10,1,INE665J01013,10
1115,1115,VOLTAMP,Voltamp Transformers Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,20-Sep-06,10,1,INE540H01012,10
1116,1116,VOLTAS,Voltas Limited,Diversified,Diversified,EQ,12-Apr-95,1,1,INE226A01021,1
1117,1117,VRLLOG,VRL Logistics Limited,,,EQ,30-Apr-15,10,1,INE366I01010,10
1118,1118,VSSL,Vardhman Special Steels Limited,,,EQ,17-May-12,10,1,INE050M01012,10
1119,1119,VSTIND,VST Industries Limited,Auto - Tractors,Auto - Tractors,EQ,05-Sep-03,10,1,INE710A01016,10
1120,1120,VSTTILLERS,V.S.T Tillers Tractors Limited,,,EQ,20-Jun-11,10,1,INE764D01017,10
1121,1121,VTL,Vardhman Textiles Limited,Textiles,Textiles,EQ,14-Jan-03,2,1,INE825A01020,2
1122,1122,WABAG,VA Tech Wabag Limited,Engineering,Engineering,EQ,13-Oct-10,2,1,INE956G01038,2
1123,1123,WALCHANNAG,Walchandnagar Industries Limited,Engineering - Heavy,Engineering - Heavy,BE,18-Sep-96,2,1,INE711A01022,2
1124,1124,WEIZMANIND,Weizmann Limited,Textiles - Processing,Textiles - Processing,EQ,10-May-95,10,1,INE080A01014,10
1125,1125,WELCORP,Welspun Corp Limited,Finance - Investments,Finance - Investments,EQ,24-May-05,5,1,INE191B01025,5
1126,1126,WELENT,Welspun Enterprises Limited,,,EQ,04-Nov-04,10,1,INE625G01013,10
1127,1127,WELINV,Welspun Investments and Commercials Limited,,,EQ,20-Sep-10,10,1,INE389K01018,10
1128,1128,WELSPUNIND,Welspun India Limited,Textiles,Textiles,EQ,04-Dec-03,1,1,INE192B01031,1
1129,1129,WENDT,Wendt (India) Limited,Abrasives,Abrasives,EQ,07-Aug-06,10,1,INE274C01019,10
1130,1130,WHEELS,Wheels India Limited,,,EQ,07-Apr-00,10,1,INE715A01015,10
1131,1131,WHIRLPOOL,Whirlpool of India Limited,Consumer Goods - White Goods,Consumer Goods - White Goods,EQ,06-Apr-10,10,1,INE716A01013,10
1132,1132,WINDMACHIN,Windsor Machines Limited,Engineering - Heavy,Engineering - Heavy,EQ,17-Aug-11,2,1,INE052A01021,2
1133,1133,WIPRO,Wipro Limited,Computers - Software,Computers - Software,EQ,08-Nov-95,2,1,INE075A01022,2
1134,1134,WOCKPHARMA,Wockhardt Limited,Pharmaceuticals,Pharmaceuticals,EQ,23-Feb-00,5,1,INE049B01025,5
1135,1135,WONDERLA,Wonderla Holidays Limited,Miscellaneous,Miscellaneous,EQ,09-May-14,10,1,INE066O01014,10
1136,1136,WSTCSTPAPR,West Coast Paper Mills Limited,Paper,Paper,EQ,17-Jan-01,2,1,INE976A01021,2
1137,1137,XCHANGING,Xchanging Solutions Limited,Computers - Software Medium & Small,Computers - Software Medium & Small,EQ,09-Mar-05,10,1,INE692G01013,10
1138,1138,XPROINDIA,Xpro India Limited,Packaging,Packaging,EQ,27-Apr-04,10,1,INE445C01015,10
1139,1139,YESBANK,Yes Bank Limited,Banks - Private,Banks - Private,EQ,12-Jul-05,2,1,INE528G01035,2
1140,1140,ZEEL,Zee Entertainment Enterprises Limited,Computers - Software - Training,Computers - Software - Training,EQ,09-Sep-98,1,1,INE256A01028,1
1141,1141,ZEELEARN,Zee Learn Limited,,,EQ,20-Dec-10,1,1,INE565L01011,1
1142,1142,ZEEMEDIA,Zee Media Corporation Limited,,,BE,10-Jan-07,1,1,INE966H01019,1
1143,1143,ZENSARTECH,Zensar Technologies Limited,,,EQ,09-Jul-03,2,1,INE520A01027,2
1144,1144,ZENTEC,Zen Technologies Limited,,,EQ,30-Mar-15,1,1,INE251B01027,1
1145,1145,ZODIACLOTH,Zodiac Clothing Company Limited,Textiles,Textiles,EQ,27-Sep-95,10,1,INE206B01013,10
1146,1146,ZUARI,Zuari Agro Chemicals Limited,Fertilisers,Fertilisers,EQ,27-Nov-12,10,1,INE840M01016,10
1147,1147,ZYDUSWELL,Zydus Wellness Limited,Misc,Misc,EQ,13-Nov-09,10,1,INE768C01010,10
