,Ticker,company_name,sector,sub sector,series,date of listing,paid up value,market lot,isin number,face value
393,HDFCBANK,HDFC Bank Limited,Banks - Private,Finance - Banks - Private Sector,EQ,08-Nov-95,1,1,INE040A01034,1
394,HDIL,Housing Development and Infrastructure Limited,Construction,Construction and Contracting - Real Estate,BZ,24-Jul-07,10,1,INE191I01012,10
395,HEG,HEG Limited,Electronics,Electrodes - Graphite,EQ,10-May-95,10,1,INE545A01016,10
396,HEIDELBERG,HeidelbergCement India Limited,Cement,Cement - Major,EQ,15-Mar-95,10,1,INE578A01017,10
397,HERCULES,Hercules Hoists Limited,Engineering,Engineering - General,EQ,19-Feb-08,1,1,INE688E01024,1
398,HERITGFOOD,Heritage Foods Limited,Food Processing,Food Processing - Dairy,EQ,27-Nov-96,5,1,INE978A01027,5
399,HEROMOTOCO,Hero MotoCorp Limited,Auto,Auto - 2 & 3 Wheelers,EQ,11-Apr-03,2,1,INE158A01026,2
400,HESTERBIO,Hester Biosciences Limited,Pharmaceuticals,Formulations,EQ,13-Mar-15,10,1,INE782E01017,10
401,HEXATRADEX,Hexa Tradex Limited,Trading,Trading,EQ,20-Apr-12,2,1,INE750M01017,2
402,HFCL,HFCL Limited,Telecom,Telecommunications - Equipment,EQ,09-Mar-11,1,1,INE548A01028,1
403,HGS,Hinduja Global Solutions Limited,Computers,Software - Medium / Small,EQ,19-Jun-07,10,1,INE170I01016,10
404,HIKAL,Hikal Limited,Pharmaceuticals,Pharmaceuticals,EQ,14-Feb-01,2,1,INE475B01022,2
405,HIL,HIL Limited,Cement,Cement - Products/Building Materials,EQ,26-Apr-95,10,1,INE557A01011,10
406,HILTON,Hilton Metal Forging Limited,Auto Ancl,Forgings,EQ,24-May-07,10,1,INE788H01017,10
407,HIMATSEIDE,Himatsingka Seide Limited,Textiles,Textiles - Synthetic/Silk,EQ,08-Feb-95,5,1,INE049A01027,5
408,HINDALCO,Hindalco Industries Limited,Aluminium,Aluminium,EQ,08-Jan-97,1,1,INE038A01020,1
409,HINDCOMPOS,Hindustan Composites Limited,Auto Ancl,Auto Ancl - Dr. Trans & Steer - Clutch,EQ,08-May-96,5,1,INE310C01029,5
410,HINDCOPPER,Hindustan Copper Limited,Metals,Metals - Non Ferrous - Copper/Copper Alloys - Prod,EQ,15-Sep-10,5,1,INE531E01026,5
411,HINDMOTORS,Hindustan Motors Limited,Auto,Auto - Cars & Jeeps,EQ,21-Feb-11,5,1,INE253A01025,5
412,HINDNATGLS,Hindusthan National Glass & Industries Limited,Glass,Glass - Others,BE,15-Apr-09,2,1,INE952A01022,2
413,HINDOILEXP,Hindustan Oil Exploration Company Limited,Oil Drilling,Oil Drilling And Exploration,EQ,23-Sep-03,10,1,INE345A01011,10
414,HINDPETRO,Hindustan Petroleum Corporation Limited,Refineries,Refineries,EQ,17-Jun-98,10,1,INE094A01015,10
415,HINDUNILVR,Hindustan Unilever Limited,FMCG,Personal Care,EQ,06-Jul-95,1,1,INE030A01027,1
416,HINDZINC,Hindustan Zinc Limited,Metals,Metals - Non Ferrous - Zinc/Zinc Alloys - Products,EQ,21-Nov-06,2,1,INE267A01025,2
417,HIRECT,Hind Rectifiers Limited,Electronics,Electronics - Others,EQ,26-Dec-06,2,1,INE835D01023,2
418,HISARMETAL,Hisar Metal Industries Limited,,,EQ,05-Jan-17,10,1,INE598C01011,10
419,HITECHGEAR,The Hi-Tech Gears Limited,Auto Ancl,Auto Ancl - Gears & Drive,EQ,21-Jan-02,10,1,INE127B01011,10
420,HMVL,Hindustan Media Ventures Limited,Printing,Printing/Publishing/Stationery,EQ,21-Jul-10,10,1,INE871K01015,10
421,HONAUT,Honeywell Automation India Limited,Misc,Instrumentation & Process Control,EQ,18-Jul-03,10,1,INE671A01010,10
422,HONDAPOWER,Honda India Power Products Limited,Electric,Electric Equipment - Gensets/Turbines,EQ,01-Apr-03,10,1,INE634A01018,10
423,HOVS,HOV Services Limited,Computers,IT Enabled Services,EQ,27-Sep-06,10,1,INE596H01014,10
424,HPL,HPL Electric & Power Limited,,,EQ,04-Oct-16,10,1,INE495S01016,10
425,HSCL,Himadri Speciality Chemical Limited,,,EQ,02-Mar-07,1,1,INE019C01026,1
426,HTMEDIA,HT Media Limited,Printing,Printing/Publishing/Stationery,EQ,01-Sep-05,2,1,INE501G01024,2
427,HUBTOWN,Hubtown Limited,Construction,Construction and Contracting - Real Estate,BE,07-Feb-07,10,1,INE703H01016,10
428,HUDCO,Housing & Urban Development Corporation Limited,,,EQ,19-May-17,10,1,INE031A01017,10
429,IBREALEST,Indiabulls Real Estate Limited,Construction,Construction and Contracting - Real Estate,EQ,23-Mar-07,2,1,INE069I01010,2
430,IBULHSGFIN,Indiabulls Housing Finance Limited,Finance,Finance - Investments,EQ,23-Jul-13,2,1,INE148I01020,2
431,ICICIBANK,ICICI Bank Limited,Banks - Private,Finance - Banks - Private Sector,EQ,17-Sep-97,2,1,INE090A01021,2
432,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,,,EQ,29-Sep-16,10,1,INE726G01019,10
433,ICIL,Indo Count Industries Limited,Textiles,Textiles - Spinning - Cotton Blended,EQ,12-Sep-05,2,1,INE483B01026,2
434,ICRA,ICRA Limited,Misc,Services - Others,EQ,13-Apr-07,10,1,INE725G01011,10
435,IDBI,IDBI Bank Limited,Banks - PSU,Finance - Banks - Public Sector,EQ,20-Sep-95,10,1,INE008A01015,10
436,IDEA,Vodafone Idea Limited,Telecom,Telecommunications - Service,EQ,09-Mar-07,10,1,INE669E01016,10
437,IDFC,IDFC Limited,Finance,Finance - Term Lending Institutions,EQ,12-Aug-05,10,1,INE043D01016,10
438,IFBAGRO,IFB Agro Industries Limited,Chemicals,Chemicals - Organic - Alcohol Based,EQ,03-Apr-96,10,1,INE076C01018,10
439,IFBIND,IFB Industries Limited,Consumer Goods,Consumer Goods - White - Washing Mach./Refrig./Oth,EQ,29-Mar-95,10,1,INE559A01017,10
440,IFCI,IFCI Limited,Finance,Finance - Term Lending Institutions,EQ,26-Apr-95,10,1,INE039A01010,10
441,IGARASHI,Igarashi Motors India Limited,Electric,Electric Equipment - General,EQ,09-Oct-03,10,1,INE188B01013,10
442,IGL,Indraprastha Gas Limited,Gas,Industrial Gas,EQ,26-Dec-03,2,1,INE203G01027,2
443,IGPL,IG Petrochemicals Limited,Chemicals,Chemicals - Organic - Maleic Anhydride,EQ,29-Jan-07,10,1,INE204A01010,10
444,IIFL,IIFL Finance Limited,Finance,Finance - Investments,EQ,17-May-05,2,1,INE530B01024,2
445,IITL,Industrial Investment Trust Limited,Finance,Finance - Investments,EQ,17-Aug-10,10,1,INE886A01014,10
446,IL&FSENGG,IL&FS Engineering and Construction Company Limited,Construction,Construction & Contracting - Civil,BZ,25-Oct-07,10,1,INE369I01014,10
447,IL&FSTRANS,IL&FS Transportation Networks Limited,Construction,Construction & Contracting - Civil,BZ,30-Mar-10,10,1,INE975G01012,10
448,IMFA,Indian Metals & Ferro Alloys Limited,Mining,Mining/Minerals,EQ,23-Jul-10,10,1,INE919H01018,10
449,IMPAL,India Motor Parts and Accessories Limited,Auto Ancl,Auto Ancl - Engine Parts,EQ,07-Oct-05,10,1,INE547E01014,10
450,IMPEXFERRO,Impex Ferro Tech Limited,Misc,Ferro Alloys,EQ,03-Feb-05,10,1,INE691G01015,10
451,INDBANK,Indbank Merchant Banking Services Limited,Finance,Finance - General,EQ,08-Oct-08,10,1,INE841B01017,10
452,INDHOTEL,The Indian Hotels Company Limited,Hotels,Hotels,EQ,03-Jul-96,1,1,INE053A01029,1
453,INDIACEM,The India Cements Limited,Cement,Cement - Major,EQ,31-May-00,10,1,INE383A01012,10
454,INDIAGLYCO,India Glycols Limited,Chemicals,Chemicals - Organic - Alcohol Based,EQ,01-Jul-05,10,1,INE560A01015,10
455,INDIANB,Indian Bank,Banks - PSU,Finance - Banks - Public Sector,EQ,01-Mar-07,10,1,INE562A01011,10
456,INDIANCARD,Indian Card Clothing Company Limited,Textiles,Textiles - Machinery,EQ,08-Jan-97,10,1,INE061A01014,10
457,INDIANHUME,Indian Hume Pipe Company Limited,Cement,Cement - Products/Building Materials,EQ,30-Aug-95,2,1,INE323C01030,2
458,INDIGO,InterGlobe Aviation Limited,Transport,Transport - Air,EQ,10-Nov-15,10,1,INE646L01027,10
459,INDLMETER,IMP Powers Limited,Electric,Electric Equipment - Transformers,BE,10-Jan-96,10,1,INE065B01013,10
460,INDNIPPON,India Nippon Electricals Limited,Auto Ancl,Auto Ancl - Electrical,EQ,07-May-97,5,1,INE092B01025,5
461,INDOCO,Indoco Remedies Limited,Pharmaceuticals,Pharmaceuticals,EQ,14-Jan-05,2,1,INE873D01024,2
462,INDORAMA,Indo Rama Synthetics (India) Limited,Textiles,Textiles - Spinning - Synthetic Blended,EQ,20-Jun-03,10,1,INE156A01020,10
463,INDOTECH,Indo Tech Transformers Limited,Power,Power - Transmission/Equipment,EQ,16-Mar-06,10,1,INE332H01014,10
464,INDOTHAI,Indo Thai Securities Limited,Finance,Finance - Investments,EQ,02-Nov-11,10,1,INE337M01013,10
465,INDOWIND,Indowind Energy Limited,Power,Power - Generation/Distribution,BE,14-Sep-07,10,1,INE227G01018,10
466,INDRAMEDCO,Indraprastha Medical Corporation Limited,Medical,Hospitals & Medical Services,EQ,17-Apr-97,10,1,INE681B01017,10
467,INDSWFTLAB,Ind-Swift Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,02-Jul-97,10,1,INE915B01019,10
468,INDTERRAIN,Indian Terrain Fashions Limited,Textiles,Textiles - Readymade Apparels,EQ,11-Mar-11,2,1,INE611L01021,2
469,INDUSINDBK,IndusInd Bank Limited,Banks - Private,Finance - Banks - Private Sector,EQ,28-Jan-98,10,1,INE095A01012,10
470,INEOSSTYRO,INEOS Styrolution India Limited,,,EQ,29-Mar-95,10,1,INE189B01011,10
471,INFIBEAM,Infibeam Avenues Limited,,,EQ,04-Apr-16,1,1,INE483S01020,1
472,INFY,Infosys Limited,Computers,Computers - Software,EQ,08-Feb-95,5,1,INE009A01021,5
473,INGERRAND,Ingersoll Rand (India) Limited,Compressors,Compressors,EQ,15-Apr-99,10,1,INE177A01018,10
474,INOXLEISUR,INOX Leisure Limited,Entertainment,Entertainment/Multi Media,EQ,23-Feb-06,10,1,INE312H01016,10
475,INOXWIND,Inox Wind Limited,Electric,Electric Equipment - General,EQ,09-Apr-15,10,1,INE066P01011,10
476,INSECTICID,Insecticides (India) Limited,Agro,Pesticides/Agro Chemicals,EQ,30-May-07,10,1,INE070I01018,10
477,INTELLECT,Intellect Design Arena Limited,Computers,Software - Medium / Small,EQ,18-Dec-14,5,1,INE306R01017,5
478,INTENTECH,Intense Technologies Limited,,,EQ,23-Mar-17,2,1,INE781A01025,2
479,INVENTURE,Inventure Growth & Securities Limited,Finance,Finance - Investments,EQ,04-Aug-11,1,1,INE878H01024,1
480,IOB,Indian Overseas Bank,Banks - PSU,Finance - Banks - Public Sector,EQ,07-Dec-00,10,1,INE565A01014,10
481,IOC,Indian Oil Corporation Limited,Refineries,Refineries,EQ,24-Jul-96,10,1,INE242A01010,10
482,IOLCP,IOL Chemicals and Pharmaceuticals Limited,Chemicals,Chemicals - Inorganic - Others,EQ,08-Nov-10,10,1,INE485C01011,10
483,IPCALAB,IPCA Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-Feb-95,1,1,INE571A01038,1
484,IRB,IRB Infrastructure Developers Limited,Construction,Construction & Contracting - Civil,EQ,25-Feb-08,10,1,INE821I01014,10
485,ISFT,Intrasoft Technologies Limited,Computers,IT Enabled Services,EQ,12-Apr-10,10,1,INE566K01011,10
486,ISMTLTD,ISMT Limited,Steel,Steel - Rolling,EQ,28-Aug-07,5,1,INE732F01019,5
487,ITC,ITC Limited,Cigarettes,Cigarettes,EQ,23-Aug-95,1,1,INE154A01025,1
488,ITDC,India Tourism Development Corporation Limited,,,EQ,30-Dec-16,10,1,INE353K01014,10
489,ITDCEM,ITD Cementation India Limited,Construction,Construction & Contracting - Civil,EQ,10-Feb-99,1,1,INE686A01026,1
490,ITI,ITI Limited,Telecom,Telecommunications - Equipment,EQ,15-Sep-03,10,1,INE248A01017,10
491,IVC,IL&FS Investment Managers Limited,Finance,Finance - Investments,EQ,15-Sep-99,2,1,INE050B01023,2
492,IVP,IVP Limited,Misc,Vanaspati,EQ,13-Sep-95,10,1,INE043C01018,10
493,IZMO,IZMO Limited,Computers,Software - Medium / Small,EQ,05-Feb-07,10,1,INE848A01014,10
494,J&KBANK,The Jammu & Kashmir Bank Limited,Banks - Private,Finance - Banks - Private Sector,EQ,22-Jul-98,1,1,INE168A01041,1
495,JAGRAN,Jagran Prakashan Limited,Printing,Printing/Publishing/Stationery,EQ,22-Feb-06,2,1,INE199G01027,2
496,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,01-Mar-00,5,1,INE048B01027,5
497,JAIBALAJI,Jai Balaji Industries Limited,Steel,Steel - Sponge Iron,EQ,09-Dec-03,10,1,INE091G01018,10
498,JAICORPLTD,Jai Corp Limited,Steel,Steel - GP/GC Sheets,EQ,26-Nov-97,1,1,INE070D01027,1
499,JAMNAAUTO,Jamna Auto Industries Limited,Auto Ancl,Auto Ancl - Susp. & Braking - Springs,EQ,10-Dec-10,1,1,INE039C01032,1
500,JAYAGROGN,Jayant Agro Organics Limited,Chemicals,Chemicals - Speciality - Others,EQ,17-Apr-96,5,1,INE785A01026,5
501,JAYBARMARU,Jay Bharat Maruti Limited,Auto Ancl,Auto Ancl - Others,EQ,03-Jan-96,5,1,INE571B01028,5
502,JAYNECOIND,Jayaswal Neco Industries Limited,Castings,Castings/Foundry,EQ,10-May-95,10,1,INE854B01010,10
503,JAYSREETEA,Jayshree Tea & Industries Limited,Tea-Coffee,Plantations - Tea & Coffee,EQ,15-Feb-95,5,1,INE364A01020,5
504,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,29-Apr-03,2,1,INE572A01028,2
505,JBFIND,JBF Industries Limited,Textiles,Textiles - Manmade Fibre - PFY/PSF,EQ,25-Feb-04,10,1,INE187A01017,10
506,JBMA,JBM Auto Limited,Auto Ancl,Auto Ancl - Others,EQ,17-Dec-04,2,1,INE927D01044,2
507,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,,,EQ,03-Jan-00,10,1,INE782A01015,10
508,JETAIRWAYS,Jet Airways (India) Limited,Transport,Transport - Air,BZ,14-Mar-05,10,1,INE802G01018,10
509,JINDALPOLY,Jindal Poly Films Limited,Packaging,Packaging - Others,EQ,21-Jan-02,10,1,INE197D01010,10
510,JINDALSAW,Jindal Saw Limited,Steel,Steel - Tubes/Pipes,EQ,29-Apr-03,2,1,INE324A01024,2
511,JINDALSTEL,Jindal Steel & Power Limited,Steel,Steel - Sponge Iron,EQ,29-Dec-99,1,1,INE749A01030,1
512,JINDRILL,Jindal Drilling And Industries Limited,Oil Drilling,Oil Drilling And Exploration,EQ,22-Dec-06,5,1,INE742C01031,5
513,JINDWORLD,Jindal Worldwide Limited,Textiles,Textiles - General,EQ,25-Nov-10,1,1,INE247D01039,1
514,JISLDVREQS,Jain Irrigation Systems Limited,Plastics,Plastics - Others,EQ,30-Nov-11,2,1,IN9175A01010,2
515,JISLJALEQS,Jain Irrigation Systems Limited,Misc,Drip Irrigation Systems,EQ,13-Aug-01,2,1,INE175A01038,2
516,JKCEMENT,JK Cement Limited,Cement,Cement - Major,EQ,14-Mar-06,10,1,INE823G01014,10
517,JKIL,J.Kumar Infraprojects Limited,Construction,Construction & Contracting - Civil,EQ,12-Feb-08,5,1,INE576I01022,5
518,JKLAKSHMI,JK Lakshmi Cement Limited,Cement,Cement - Major,EQ,19-Jun-06,5,1,INE786A01032,5
519,JKPAPER,JK Paper Limited,Paper,Paper & Paper Boards,EQ,16-Jun-05,10,1,INE789E01012,10
520,JKTYRE,JK Tyre & Industries Limited,Auto Ancl,Tyres & Tubes,EQ,19-Mar-07,2,1,INE573A01042,2
521,JMA,Jullundur Motor Agency (Delhi) Limited,Auto Ancl,Auto Ancl - Others,EQ,16-Mar-15,2,1,INE412C01023,2
522,JMCPROJECT,JMC Projects (India)  Limited,Construction,Construction & Contracting - Civil,EQ,26-Nov-07,2,1,INE890A01024,2
523,JMFINANCIL,JM Financial Limited,Finance,Finance - Investments,EQ,10-Oct-06,1,1,INE780C01023,1
524,JOCIL,Jocil Limited,Chemicals,Chemicals - Inorganic - Caustic Soda/Soda Ash,EQ,08-Oct-08,10,1,INE839G01010,10
525,JPASSOCIAT,Jaiprakash Associates Limited,Construction,Construction & Contracting - Civil,EQ,14-Jun-04,2,1,INE455F01025,2
526,JPINFRATEC,Jaypee Infratech Limited,Construction,Construction & Contracting - Civil,BE,21-May-10,10,1,INE099J01015,10
527,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Finance,Finance - Investments,EQ,11-Nov-13,10,1,INE147P01019,10
528,JPPOWER,Jaiprakash Power Ventures Limited,Power,Power - Generation/Distribution,EQ,18-Apr-05,10,1,INE351F01018,10
529,JSL,Jindal Stainless Limited,Steel,Steel - Alloys/Special,EQ,17-Nov-03,2,1,INE220G01021,2
530,JSLHISAR,Jindal Stainless (Hisar) Limited,,,EQ,28-Jan-16,2,1,INE455T01018,2
531,JSWENERGY,JSW Energy Limited,Power,Power - Generation/Distribution,EQ,04-Jan-10,10,1,INE121E01018,10
532,JSWHL,JSW Holdings Limited,Finance,Finance - Investments,EQ,21-Jun-05,10,1,INE824G01012,10
533,JSWSTEEL,JSW Steel Limited,Steel,Steel,EQ,23-Mar-05,1,1,INE019A01038,1
534,JUBLFOOD,Jubilant Foodworks Limited,Food Processing,Food Processing - Miscellaneous,EQ,08-Feb-10,2,1,INE797F01020,2
535,JUBLINDS,Jubilant Industries Limited,Agro,Pesticides/Agro Chemicals,BE,14-Feb-11,10,1,INE645L01011,10
536,JUSTDIAL,Just Dial Limited,Misc,Miscellaneous,EQ,05-Jun-13,10,1,INE599M01018,10
537,JYOTHYLAB,Jyothy Labs Limited,FMCG,Personal Care,EQ,19-Dec-07,1,1,INE668F01031,1
538,JYOTISTRUC,Jyoti Structures Limited,Power,Power - Transmission/Equipment,BZ,19-Jul-95,2,1,INE197A01024,2
539,KABRAEXTRU,Kabra Extrusion Technik Limited,Engineering,Engineering - Heavy,EQ,06-Sep-95,5,1,INE900B01029,5
540,KAJARIACER,Kajaria Ceramics Limited,Ceramics,Ceramics/Tiles/Sanitaryware,EQ,01-Jun-04,1,1,INE217B01036,1
541,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,Cement,Cement - Mini,EQ,13-Dec-95,10,1,INE437B01014,10
542,KALPATPOWR,Kalpataru Power Transmission Limited,Power,Power - Transmission/Equipment,EQ,15-Dec-00,2,1,INE220B01022,2
543,KAMATHOTEL,Kamat Hotels (I) Limited,Hotels,Hotels,BE,29-May-96,10,1,INE967C01018,10
544,KAMDHENU,Kamdhenu Limited,,,BE,09-May-06,10,1,INE390H01012,10
545,KANANIIND,Kanani Industries Limited,Jewellery,Diamond Cutting/Precious Metals/Jewellery,EQ,14-Dec-11,1,1,INE879E01037,1
546,KANORICHEM,Kanoria Chemicals & Industries Limited,Chemicals,Chemicals - Inorganic - Caustic Soda/Soda Ash,EQ,08-Feb-95,5,1,INE138C01024,5
547,KANSAINER,Kansai Nerolac Paints Limited,Paints,Paints/Varnishes,EQ,15-Sep-03,1,1,INE531A01024,1
548,KARMAENG,Karma Energy Limited,Power,Power - Generation/Distribution,BE,28-Jun-11,10,1,INE725L01011,10
549,KARURVYSYA,Karur Vysya Bank Limited,Banks - Private,Finance - Banks - Private Sector,EQ,26-Jul-00,2,1,INE036D01028,2
550,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,Construction,Construction & Contracting - Civil,EQ,14-Dec-07,10,1,INE234I01010,10
551,KAVVERITEL,Kavveri Telecom Products Limited,Telecom,Telecommunications - Equipment,EQ,29-Jan-08,10,1,INE641C01019,10
552,KAYA,Kaya Limited,Personal Care,Indian,EQ,14-Aug-15,10,1,INE587G01015,10
553,KCP,KCP Limited,Cement,Cement - Mini,EQ,09-Apr-97,1,1,INE805C01028,1
554,KCPSUGIND,KCP Sugar and Industries Corporation Limited,Sugar,Sugar - Others,EQ,11-Jun-97,1,1,INE790B01024,1
555,KDDL,KDDL Limited,,,EQ,23-Mar-16,10,1,INE291D01011,10
556,KEC,KEC International Limited,Power,Power - Transmission/Equipment,EQ,10-Mar-06,2,1,INE389H01022,2
557,KECL,Kirloskar Electric Company Limited,Electric,Electric Equipment - General,EQ,09-Mar-10,10,1,INE134B01017,10
558,KEI,KEI Industries Limited,Cables,Cables - Power/Others,EQ,23-Mar-06,2,1,INE878B01027,2
559,KELLTONTEC,Kellton Tech Solutions Limited,Computers,Software - Medium / Small,EQ,02-Mar-16,5,1,INE164B01022,5
560,KESORAMIND,Kesoram Industries Limited,Diversified,Diversified,EQ,06-Sep-95,10,1,INE087A01019,10
561,KHANDSE,Khandwala Securities Limited,Finance,Finance - General,EQ,07-Feb-01,10,1,INE060B01014,10
562,KICL,Kalyani Investment Company Limited,Finance,Finance - Investments,EQ,14-Jan-11,10,1,INE029L01018,10
563,KINGFA,Kingfa Science & Technology (India) Limited,,,BE,15-Nov-16,10,1,INE473D01015,10
564,KIOCL,KIOCL Limited,,,EQ,29-Nov-16,10,1,INE880L01014,10
565,KIRIINDUS,Kiri Industries Limited,Dyes,Dyes & Pigments,EQ,22-Apr-08,10,1,INE415I01015,10
566,KIRLOSBROS,Kirloskar Brothers Limited,Misc,Pumps,EQ,20-Apr-10,2,1,INE732A01036,2
567,KIRLOSENG,Kirloskar Oil Engines Limited,Engines,Engines,EQ,24-Dec-10,2,1,INE146L01010,2
568,KIRLOSIND,Kirloskar Industries Limited,Engines,Engines,EQ,24-Jun-10,10,1,INE250A01039,10
569,KITEX,Kitex Garments Limited,Textiles,Products,EQ,25-Sep-12,1,1,INE602G01020,1
570,KKCL,Kewal Kiran Clothing Limited,Retail,Retail - Apparel/Accessories,EQ,13-Apr-06,10,1,INE401H01017,10
571,KMSUGAR,K.M.Sugar Mills Limited,Sugar,Sugar - Others,EQ,31-May-07,2,1,INE157H01023,2
572,KNRCON,KNR Constructions Limited,Construction,Construction & Contracting - Civil,EQ,18-Feb-08,2,1,INE634I01029,2
573,KOHINOOR,Kohinoor Foods Limited,Commodities,Commodities - Trading - Rice,EQ,20-Oct-99,10,1,INE080B01012,10
574,KOKUYOCMLN,Kokuyo Camlin Limited,Printing,Printing/Publishing/Stationery,EQ,28-Jul-08,1,1,INE760A01029,1
575,KOLTEPATIL,Kolte - Patil Developers Limited,Construction,Construction & Contracting - Housing,EQ,13-Dec-07,10,1,INE094I01018,10
576,KOPRAN,Kopran Limited,Pharmaceuticals,Pharmaceuticals,EQ,09-Jun-99,10,1,INE082A01010,10
577,KOTAKBANK,Kotak Mahindra Bank Limited,Banks - Private,Finance - Banks - Private Sector,EQ,20-Dec-95,5,1,INE237A01028,5
578,KOTARISUG,Kothari Sugars And Chemicals Limited,Sugar,Sugar - Integrated,EQ,13-Dec-04,10,1,INE419A01022,10
579,KOTHARIPET,Kothari Petrochemicals Limited,Trading,Trading,EQ,02-Nov-96,10,1,INE720A01015,10
580,KOTHARIPRO,Kothari Products Limited,Misc,Pan Masala/Tobbacco Products,EQ,03-Jun-98,10,1,INE823A01017,10
581,KPRMILL,K.P.R. Mill Limited,Textiles,Textiles - Readymade Apparels,EQ,28-Aug-07,1,1,INE930H01031,1
582,KRBL,KRBL Limited,Commodities,Commodities - Trading - Rice,EQ,21-Jan-02,1,1,INE001B01026,1
583,KSCL,Kaveri Seed Company Limited,Misc,Seeds/Tissue Culture/Bio Technology,EQ,04-Oct-07,2,1,INE455I01029,2
584,KSL,Kalyani Steels Limited,Steel,Medium / Small,EQ,19-May-10,5,1,INE907A01026,5
585,KTKBANK,The Karnataka Bank Limited,Banks - Private,Finance - Banks - Private Sector,EQ,10-May-00,10,1,INE614B01018,10
586,L&TFH,L&T Finance Holdings Limited,Finance,Finance - Investments,EQ,12-Aug-11,10,1,INE498L01015,10
587,LAKPRE,Lakshmi Precision Screws Limited,Misc,Fasteners,BZ,26-Sep-06,10,1,INE651C01018,10
588,LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare,Healthcare,EQ,23-Dec-15,10,1,INE600L01024,10
589,LAMBODHARA,Lambodhara Textiles Limited,Textiles,Textiles - Spinning - Cotton Blended,EQ,04-Feb-15,5,1,INE112F01022,5
590,LAOPALA,La Opala RG Limited,Glass,Glass - Others,EQ,16-Mar-07,2,1,INE059D01020,2
591,LAURUSLABS,Laurus Labs Limited,,,EQ,19-Dec-16,2,1,INE947Q01028,2
592,LAXMIMACH,Lakshmi Machine Works Limited,Textiles,Textiles - Machinery,EQ,29-Mar-95,10,1,INE269B01029,10
593,LGBBROSLTD,LG Balakrishnan & Bros Limited,Engineering,Engineering - General,EQ,30-Mar-10,10,1,INE337A01034,10
594,LIBERTSHOE,Liberty Shoes Limited,Leather,Leather/Synthetic - Footwear,EQ,27-Sep-95,10,1,INE557B01019,10
595,LICHSGFIN,LIC Housing Finance Limited,Finance,Finance - Housing,EQ,29-Jul-98,2,1,INE115A01026,2
596,LINCOLN,Lincoln Pharmaceuticals Limited,Pharmaceuticals,Formulations,EQ,17-Dec-15,10,1,INE405C01035,10
597,LINDEINDIA,Linde India Limited,Chemicals,Chemicals,EQ,16-Jun-99,10,1,INE473A01011,10
598,LOKESHMACH,Lokesh Machines Limited,Misc,Machine Tools,BE,05-May-06,10,1,INE397H01017,10
599,LOTUSEYE,Lotus Eye Hospital and Institute Limited,Medical,Hospitals & Medical Services,EQ,11-Jul-08,10,1,INE947I01017,10
600,LOVABLE,Lovable Lingerie Limited,Textiles,Textiles - Readymade Apparels,EQ,24-Mar-11,10,1,INE597L01014,10
601,LPDC,Landmark Property Development Company Limited,Construction,Construction and Contracting - Real Estate,EQ,12-Aug-08,1,1,INE197J01017,1
602,LSIL,Lloyds Steels Industries Limited,,,EQ,18-Jul-16,1,1,INE093R01011,1
603,LT,Larsen & Toubro Limited,Diversified,Diversified,EQ,23-Jun-04,2,1,INE018A01030,2
604,LTI,Larsen & Toubro Infotech Limited,,,EQ,21-Jul-16,1,1,INE214T01019,1
605,LTTS,L&T Technology Services Limited,,,EQ,23-Sep-16,2,1,INE010V01017,2
606,LUMAXIND,Lumax Industries Limited,Auto Ancl,Auto Ancl - Equipment Lamp,EQ,06-Sep-95,10,1,INE162B01018,10
607,LUMAXTECH,Lumax Auto Technologies Limited,Auto Ancl,Auto Ancillaries,EQ,16-Jan-07,2,1,INE872H01027,2
608,LUPIN,Lupin Limited,Pharmaceuticals,Pharmaceuticals,EQ,10-Sep-01,2,1,INE326A01037,2
609,LUXIND,Lux Industries Limited,Textiles,Textiles - Composite Mills,EQ,30-Nov-15,2,1,INE150G01020,2
610,LYKALABS,Lyka Labs Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-Feb-95,10,1,INE933A01014,10
611,LYPSAGEMS,Lypsa Gems & Jewellery Limited,Jewellery,Diamond Cutting/Precious Metals/Jewellery,EQ,05-Nov-13,10,1,INE142K01011,10
612,M&M,Mahindra & Mahindra Limited,Auto,Car-Jeeps-Tractors,EQ,03-Jan-96,5,1,INE101A01026,5
613,M&MFIN,Mahindra & Mahindra Financial Services Limited,Finance,Finance - Leasing & Hire Purchase,EQ,17-Mar-06,2,1,INE774D01024,2
614,MAANALU,Maan Aluminium Limited,Aluminium,Aluminium,EQ,22-Oct-07,10,1,INE215I01019,10
